hhnum,pnum,order,name_flag,match_flag,nodata_flag,startmon,startdate_flag,day1,day2,day3,day4,day5,day6,day7,days_flag,brkfst1,brkfst2,brkfst3,brkfst4,brkfst5,brkfst6,brkfst7,lunch1,lunch2,lunch3,lunch4,lunch5,lunch6,lunch7,dinner1,dinner2,dinner3,dinner4,dinner5,dinner6,dinner7,snackam1,snackam2,snackam3,snackam4,snackam5,snackam6,snackam7,snackpm1,snackpm2,snackpm3,snackpm4,snackpm5,snackpm6,snackpm7
100012,1,1,0,0,0,1,0,4,5,6,7,1,2,3,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100012,2,2,0,0,0,1,0,4,5,6,7,1,2,3,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0
100012,3,3,0,3,0,1,0,4,5,6,7,1,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1
100012,4,4,0,0,0,1,0,4,5,6,7,1,2,3,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1
100012,5,5,0,0,0,1,0,4,5,6,7,1,2,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1
100015,1,1,0,0,0,8,0,2,3,4,5,6,7,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0
100024,1,1,0,0,0,6,0,1,2,3,4,5,6,7,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100024,2,2,0,0,0,6,0,1,2,3,4,5,6,7,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100026,1,1,0,0,0,7,0,7,1,2,3,4,5,6,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1
100026,2,2,0,4,0,7,0,7,1,2,3,4,5,6,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1
100026,3,3,0,4,0,7,0,7,1,2,3,4,5,6,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1
100028,1,1,2,4,0,5,0,1,2,3,4,5,6,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100028,2,2,2,4,0,5,0,1,2,3,4,5,6,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100028,3,3,2,4,0,5,0,1,2,3,4,5,6,7,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100028,4,4,2,4,0,5,0,1,2,3,4,5,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100028,5,5,2,4,0,5,0,1,2,3,4,5,6,7,0,1,,0,0,0,0,0,0,,0,0,0,0,0,1,,1,1,1,1,1,0,,0,0,0,0,0,0,,0,0,0,0,0
100028,6,6,2,4,0,5,0,1,2,3,4,5,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100028,7,,3,5,2,5,0,1,2,3,4,5,6,7,1,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993
100031,1,1,0,0,0,5,0,3,4,5,6,7,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
100031,2,2,0,0,0,5,0,3,4,5,6,7,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
100040,1,1,0,0,0,5,0,5,6,7,1,2,3,4,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100040,2,2,0,0,0,5,0,5,6,7,1,2,3,4,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100049,1,1,0,4,0,11,0,5,6,7,1,2,3,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100049,2,2,0,4,0,11,0,5,6,7,1,2,3,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100049,3,3,0,4,0,11,0,5,6,7,1,2,3,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100053,1,1,0,3,0,9,0,5,6,7,1,2,3,4,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1
100053,2,2,0,0,0,9,0,5,6,7,1,2,3,4,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
100054,1,1,0,0,1,8,0,6,7,1,2,3,4,5,0,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993
100054,2,2,0,0,1,8,0,6,7,1,2,3,4,5,0,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993
100054,3,,3,5,2,8,0,6,7,1,2,3,4,5,1,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993
100054,4,,3,5,2,8,0,6,7,1,2,3,4,5,1,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993
100055,1,1,0,0,0,10,0,1,2,3,4,5,6,7,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0
100055,2,4,0,3,0,10,0,1,2,3,4,5,6,7,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100055,3,2,0,0,0,10,0,1,2,3,4,5,6,7,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100055,4,3,0,0,0,10,0,1,2,3,4,5,6,7,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1
100060,1,1,0,0,0,7,0,2,3,4,5,6,7,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
100060,2,2,0,0,0,7,0,2,3,4,5,6,7,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
100061,1,1,1,2,0,9,0,4,5,6,7,1,2,3,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
100067,1,1,0,3,0,8,0,4,5,6,7,1,2,3,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100067,2,2,0,0,0,8,0,4,5,6,7,1,2,3,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
100067,3,3,0,0,0,8,0,4,5,6,7,1,2,3,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
100067,4,4,0,0,0,8,0,4,5,6,7,1,2,3,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1
100067,5,5,0,0,0,8,0,4,5,6,7,1,2,3,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1
100067,6,6,0,0,0,8,0,4,5,6,7,1,2,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100069,1,1,0,0,0,5,0,6,7,1,2,3,4,5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1
100069,2,2,0,0,0,5,0,6,7,1,2,3,4,5,0,1,0,1,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
100069,3,3,0,0,0,5,0,6,7,1,2,3,4,5,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
100069,4,4,0,0,0,5,0,6,7,1,2,3,4,5,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
100073,1,1,0,0,0,5,0,7,1,2,3,4,5,6,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
100073,2,2,0,3,0,5,0,7,1,2,3,4,5,6,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100074,1,1,0,0,0,6,0,7,1,2,3,4,5,6,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
100074,2,2,0,3,0,6,0,7,1,2,3,4,5,6,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
100074,3,3,0,0,0,6,0,7,1,2,3,4,5,6,0,,1,1,1,0,0,1,,0,0,0,1,0,1,,1,1,1,1,1,1,,0,0,0,0,0,0,,1,0,0,0,0,0
100074,4,4,0,0,0,6,0,7,1,2,3,4,5,6,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
100074,5,5,0,0,0,6,0,7,1,2,3,4,5,6,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
100083,1,1,1,2,0,8,0,3,4,5,6,7,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100088,1,1,0,3,0,9,0,4,5,6,7,1,2,3,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0
100088,2,3,0,0,0,9,0,4,5,6,7,1,2,3,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100088,3,2,0,3,0,9,0,4,5,6,7,1,2,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1
100093,1,1,0,0,0,6,0,3,4,5,6,7,1,2,0,1,0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
100093,2,2,0,0,0,6,0,3,4,5,6,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100093,3,4,0,3,0,6,0,3,4,5,6,7,1,2,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
100093,4,3,0,0,0,6,0,3,4,5,6,7,1,2,0,0,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
100093,5,5,0,4,0,6,0,3,4,5,6,7,1,2,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
100095,1,1,1,2,0,9,0,7,1,2,3,4,5,6,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100104,1,1,0,3,0,9,0,3,4,5,6,7,1,2,0,0,1,1,1,1,,1,1,1,1,1,1,,1,1,1,1,1,1,,0,0,0,0,0,0,,0,0,0,0,0,0,,0
100104,2,2,0,3,0,9,0,3,4,5,6,7,1,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
100104,3,3,0,0,0,9,0,3,4,5,6,7,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
100107,1,1,0,0,0,6,0,6,7,1,2,3,4,5,0,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0
100107,2,2,0,0,0,6,0,6,7,1,2,3,4,5,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1
100107,3,3,0,0,0,6,0,6,7,1,2,3,4,5,0,1,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1
100107,4,4,0,0,0,6,0,6,7,1,2,3,4,5,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1
100110,1,1,0,0,0,10,0,5,6,7,1,2,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100110,2,2,0,4,0,10,0,5,6,7,1,2,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100110,3,3,0,4,0,10,0,5,6,7,1,2,3,4,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100110,4,4,0,0,0,10,0,5,6,7,1,2,3,4,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100110,5,5,0,0,0,10,0,5,6,7,1,2,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1
100114,1,1,0,0,0,7,0,1,2,3,4,5,6,7,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
100128,1,1,0,4,0,7,0,4,5,6,7,1,2,3,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0
100128,2,2,0,4,0,7,0,4,5,6,7,1,2,3,0,0,1,1,1,0,1,,1,1,1,1,1,1,,1,1,1,1,1,1,,0,1,0,0,0,0,,1,1,0,0,0,0,
100132,1,1,0,0,0,6,0,4,5,6,7,1,2,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100132,2,4,0,0,0,6,0,4,5,6,7,1,2,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100132,3,5,0,0,0,6,0,4,5,6,7,1,2,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100132,4,3,0,0,0,6,0,4,5,6,7,1,2,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100132,5,2,0,0,0,6,0,4,5,6,7,1,2,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100132,6,,3,5,2,6,0,4,5,6,7,1,2,3,1,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993
100132,7,6,0,0,0,6,0,4,5,6,7,1,2,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100135,1,1,2,4,0,7,0,1,2,3,4,5,6,7,0,0,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1
100135,2,2,2,4,0,7,0,1,2,3,4,5,6,7,0,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1
100146,1,1,0,0,0,10,0,1,2,3,4,5,6,7,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0
100150,1,1,0,0,0,10,0,7,1,2,3,4,5,6,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100150,2,3,0,0,0,10,0,7,1,2,3,4,5,6,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100150,3,4,0,0,0,10,0,7,1,2,3,4,5,6,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100150,4,2,0,0,0,10,0,7,1,2,3,4,5,6,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100151,1,1,2,4,0,6,0,3,4,5,6,7,1,2,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
100151,2,2,2,4,0,6,0,3,4,5,6,7,1,2,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100151,3,3,2,4,0,6,0,3,4,5,6,7,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1
100151,4,4,2,4,0,6,0,3,4,5,6,7,1,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1
100151,5,5,2,4,0,6,0,3,4,5,6,7,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1
100155,1,1,2,4,0,6,0,5,6,7,1,2,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100155,2,2,2,4,0,6,0,5,6,7,1,2,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100158,1,5,0,0,0,7,0,4,5,6,7,1,2,3,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
100158,2,6,0,0,0,7,0,4,5,6,7,1,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100158,3,7,0,0,0,7,0,4,5,6,7,1,2,3,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
100158,4,8,0,0,0,7,0,4,5,6,7,1,2,3,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
100158,5,10,0,0,0,7,0,4,5,6,7,1,2,3,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
100158,6,1,0,3,0,7,0,4,5,6,7,1,2,3,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100158,7,2,0,3,0,7,0,4,5,6,7,1,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100158,8,3,0,0,1,7,0,4,5,6,7,1,2,3,0,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993,-993
100158,9,4,0,3,0,7,0,4,5,6,7,1,2,3,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100158,10,9,0,0,0,7,0,4,5,6,7,1,2,3,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
100159,1,1,0,0,0,11,0,6,7,1,2,3,4,5,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
100159,2,2,0,0,0,11,0,6,7,1,2,3,4,5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100159,3,3,0,0,0,11,0,6,7,1,2,3,4,5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100162,1,1,1,2,0,9,0,7,1,2,3,4,5,6,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100163,1,1,0,0,0,8,0,6,7,1,2,3,4,5,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1
100163,2,2,0,0,0,8,0,6,7,1,2,3,4,5,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0
100163,3,3,0,3,0,8,0,6,7,1,2,3,4,5,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1
100167,1,1,0,0,0,5,0,4,5,6,7,1,2,3,0,1,0,0,1,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,1,1,1,0,0,1,1
100167,2,2,0,4,0,5,0,4,5,6,7,1,2,3,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1
100174,1,1,0,0,0,5,0,5,6,7,1,2,3,4,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100174,2,2,0,0,0,5,0,5,6,7,1,2,3,4,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100174,3,3,0,0,0,5,0,5,6,7,1,2,3,4,0,0,0,1,1,0,0,,0,0,0,0,0,0,,1,1,0,1,1,1,,0,0,0,0,0,0,,0,0,0,0,0,1,
100174,4,4,0,0,0,5,0,5,6,7,1,2,3,4,0,0,0,1,1,0,0,,0,0,0,0,0,0,,1,1,0,1,1,1,,0,0,0,0,0,1,,0,1,0,1,0,0,
100183,1,1,0,0,0,10,0,5,6,7,1,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0
100183,2,2,0,0,0,10,0,5,6,7,1,2,3,4,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
100183,3,3,0,0,0,10,0,5,6,7,1,2,3,4,0,0,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1
100183,4,4,0,0,0,10,0,5,6,7,1,2,3,4,0,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0
100183,5,5,0,0,0,10,0,5,6,7,1,2,3,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100186,1,1,0,0,0,7,0,4,5,6,7,1,2,3,0,1,1,,,,,,1,1,,,,,,1,1,,,,,,0,0,,,,,,0,0,,,,,
100188,1,1,0,0,0,9,0,6,7,1,2,3,4,5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1
