hhnum,snapnowhh,inchhavg_r,hhsize,hh_expenses,med_expenses,sum_snap_dist,fah_paid,fafh_paid,totalpaid
105292,1,964.0,3,175.33,0.0,51.32,69.8,4.3,74.1
105304,0,1257.0,1,260.16,270.0,53.75,106.25,5.44,111.69
105308,1,2409.0,4,201.0,11.5,8.72,34.21,2.26,36.47
105309,0,8566.82164433271,7,247.14,50.0,4.37,33.42,0.91,34.33
105311,0,3740.0,3,291.28,40.0,27.83,74.74,0.54,75.28
105331,0,2520.0,2,270.0,7.0,24.43,10.26,9.75,20.01
105332,0,4900.0,4,528.79,62.5,4.8100000000000005,18.13,0.61,18.74
105335,0,3650.0,3,104.13,26.33,7.470000000000001,42.73,0.0,42.73
105350,1,1350.0,2,110.84,0.0,21.57,8.74,0.0,8.74
105361,0,1500.0,3,167.67,75.0,4.18,16.01,0.0,16.01
105362,0,2081.0,1,670.0,40.0,9.82,53.6,0.0,53.6
105364,0,2305.33,1,650.0,43.33,6.49,170.32,2.92,173.24
105374,0,3000.0,5,173.63,35.0,8.58,12.06,2.06,14.12
105377,1,890.0,5,291.4,0.0,6.970000000000001,22.9,0.69,23.59
105378,0,2030.0,1,336.17,119.0,14.41,39.63,18.8,58.43
105380,0,5833.338,5,304.53,77.0,29.58,27.81,7.44,35.25
105383,1,2100.0,4,223.75,0.0,12.15,27.19,1.52,28.72
105385,1,1397.21743043705,6,108.33,0.0,3.8200000000000003,6.55,1.24,7.79
105386,0,1152.0,1,673.0,46.5,12.899999999999999,16.25,6.64,22.89
105392,0,5400.0,3,347.11,110.0,12.610000000000001,78.82,2.95,81.77
105405,0,1535.33,1,205.0,15.0,39.160000000000004,56.29,12.42,68.71
105407,1,2030.0,5,202.0,0.0,3.55,23.89,13.36,37.25
105421,0,12260.0,2,1614.5,298.5,19.23,43.9,1.82,45.73
105423,0,3679.01,7,155.57,0.0,3.7600000000000002,19.84,0.0,19.84
105424,1,450.0,2,306.0,0.0,7.55,59.83,0.0,59.83
105426,1,1890.0,5,126.6,0.0,16.91,69.56,0.64,70.19
105427,0,25650.0,2,468.25,51.42,6.67,23.72,0.0,23.72
105437,0,2193.98213753043,2,275.0,10.0,19.18,7.21,0.0,7.21
105441,0,3360.0,1,1278.0,0.0,4.51,208.99,5.65,214.64
105454,0,7795.676,4,258.75,250.0,8.84,24.9,13.52,38.42
105460,1,617.736396431268,4,294.25,0.0,8.43,32.34,8.0,40.34
105468,0,7700.0,5,280.0,95.0,9.54,35.07,0.85,35.92
105477,1,1960.0,2,450.0,43.5,6.18,14.58,1.66,16.25
105479,0,2400.0,1,323.25,185.0,44.66,126.15,0.0,126.15
105491,1,2240.0,3,271.67,0.0,5.8,18.87,2.52,21.39
105494,0,5087.04630386313,2,0.0,0.0,8.25,27.91,5.16,33.08
105500,0,4000.0,3,426.67,48.33,7.300000000000001,3.36,2.42,5.78
105503,1,2496.33501241,3,271.0,0.0,4.8999999999999995,14.58,1.47,16.05
105522,1,1235.0,2,327.5,0.0,9.1,101.85,5.03,106.88
105523,1,1770.33,3,161.67,0.0,5.37,0.0,1.0,1.0
105539,0,3155.85892569815,4,157.92,0.0,5.199999999999999,11.33,7.06,18.39
105540,0,5000.0,2,995.0,400.0,17.25,47.39,5.65,53.04
105554,0,7376.0,3,496.0,102.0,73.43,39.73,4.58,44.32
105564,0,3726.668,3,290.33,0.0,11.57,38.2,2.33,40.53
105574,0,1644.67,2,402.5,0.0,6.49,31.14,3.1,34.23
105588,0,725.0,1,131.0,0.0,22.42,6.25,1.0,7.25
105591,0,4935.0,3,343.33,0.0,5.4,4.37,31.04,35.41
105592,0,2100.0,1,715.0,80.0,6.89,40.89,44.0,84.89
105600,0,7476.56320479853,8,234.25,1.25,3.45,32.16,7.1,39.26
105603,0,2480.19530102,4,284.0,0.0,16.13,8.7,3.12,11.82
105608,1,737.33,1,917.0,40.0,6.5600000000000005,23.77,53.23,77.0
105610,0,1603.33,2,313.5,58.5,28.68,34.76,9.12,43.88
105615,1,368.0,2,342.0,5.0,8.94,20.0,9.12,29.12
105627,0,4480.0,3,350.67,85.0,5.4,47.48,14.05,61.53
105628,0,5100.0,2,322.09,0.0,8.459999999999999,63.52,17.9,81.41
105632,1,1177.0,1,574.0,80.0,11.569999999999999,17.05,15.25,32.3
105644,0,1862.94656356564,3,346.67,0.0,14.279999999999998,125.79,23.12,148.9
105649,1,714.0,1,606.0,50.0,7.3100000000000005,67.57,28.73,96.3
105652,0,7215.0,2,272.5,222.5,13.489999999999998,97.34,10.88,108.22
105657,1,1664.0,2,215.68,164.64,30.080000000000002,74.46,23.71,98.18
105678,0,2240.0,1,795.0,0.0,2.38,25.91,14.03,39.94
105680,1,1967.0,3,149.67,79.33,10.94,44.06,13.91,57.97
105686,0,15864.7967100294,3,1650.44,86.67,6.14,70.06,26.0,96.06
105689,1,247.0,1,880.6,0.0,4.09,175.18,67.62,242.8
105690,0,1797.67,1,470.0,110.0,20.18,134.63,26.31,160.94
105716,0,4820.0,3,359.0,0.0,7.290000000000001,45.16,6.61,51.76
105724,0,2100.0,2,662.5,355.0,37.230000000000004,141.82,3.09,144.91
105732,0,1800.0,2,318.0,47.45,6.52,71.04,4.74,75.78
105733,0,7563.65136962145,4,483.5,22.5,13.92,23.69,11.6,35.3
105739,0,2063.0,1,456.67,283.0,8.99,18.73,7.0,25.73
105747,0,2752.67,4,194.67,0.0,95.64,29.62,3.61,33.23
105753,1,1600.0,3,191.33,10.0,10.030000000000001,73.96,9.96,83.92
105756,0,2739.462,2,208.17,13.5,47.13999999999999,74.47,12.15,86.62
105761,0,4850.0,2,957.16,0.0,9.129999999999999,55.37,1.62,56.98
105763,1,1520.0,6,156.67,0.0,20.43,46.08,10.4,56.48
105764,0,1656.4796626,2,238.84,131.0,16.57,60.22,1.08,61.3
105765,0,2500.0,3,567.78,120.0,8.47,28.71,2.09,30.8
105769,0,2000.0,2,539.0,75.0,9.82,4.96,1.63,6.6
105780,0,3564.0,2,533.08,282.5,7.91,128.34,5.64,133.98
105792,0,6300.0,2,800.0,185.0,9.5,71.65,2.38,74.03
105793,0,1000.0,1,405.0,0.0,5.23,32.74,29.32,62.06
105796,1,2005.27085833003,4,184.0,7.5,32.85,11.72,3.88,15.6
105799,0,3000.05355602,1,650.0,40.0,14.219999999999999,67.17,8.45,75.62
105804,1,723.0,2,186.75,0.0,10.040000000000001,84.02,15.93,99.95
105809,0,4853.338,1,498.67,127.0,2.43,8.78,10.21,18.99
105812,0,3933.33,3,298.0,0.0,12.88,17.62,2.08,19.7
105813,1,525.0,3,95.0,0.0,6.23,31.64,13.69,45.33
105832,0,8000.0,1,1186.67,115.0,8.25,46.26,18.23,64.49
105840,1,1161.0,2,285.0,0.0,5.72,38.53,18.79,57.32
105846,0,1848.0,2,272.5,221.0,11.31,35.04,22.51,57.55
105864,0,10500.0,4,415.0,50.0,8.96,13.51,1.08,14.59
105880,1,1820.0,4,193.75,0.0,11.31,9.39,0.95,10.34
105896,0,6700.0,4,353.75,225.0,28.7,77.86,15.15,93.01
105905,0,1464.0,1,448.0,170.0,1.95,0.0,33.95,33.95
105908,0,3982.0,7,175.86,48.71,7.529999999999999,27.73,0.86,28.59
105933,0,8627.93149084,6,178.33,7.33,9.350000000000001,55.06,3.44,58.5
105940,1,0.0,2,247.5,0.0,6.46,59.14,4.75,63.88
105942,1,710.0,2,214.0,0.0,5.79,21.14,0.0,21.14
105950,1,7167.538,9,350.0,6.67,8.63,27.52,2.08,29.59
105952,0,1200.0,1,209.12,145.0,22.32,11.59,0.0,11.59
105954,0,3700.0,6,133.89,13.0,5.0,17.76,8.21,25.97
105956,0,1330.0,1,300.0,0.0,5.25,23.62,7.9,31.52
105957,1,1278.33,1,257.67,30.0,21.99,25.49,22.5,47.99
105962,0,1323.5,1,350.0,255.0,38.05,137.04,9.5,146.54
105965,0,1730.0,1,505.0,19.0,18.270000000000003,68.4,5.0,73.4
105973,0,1250.0,1,206.67,62.5,10.1,149.78,16.47,166.25
105983,1,1190.10456106797,3,181.67,1.33,7.16,16.1,7.62,23.73
105985,1,1152.0,3,278.0,20.0,7.67,67.59,0.33,67.92
105994,0,4690.0,4,137.75,150.0,28.56,79.38,0.0,79.38
105995,1,1479.0032848949,4,175.0,0.0,5.47,65.74,42.7,108.44
106001,0,5633.33,2,600.0,81.66,34.93,96.42,32.75,129.18
106005,1,1620.0,2,237.67,3.0,37.39,2.39,20.0,22.39
106010,1,2570.0,5,217.0,0.8,33.68,3.08,1.5,4.58
106032,0,11406.67,7,73.73,160.87,6.41,27.47,7.1,34.58
106033,0,2400.0,3,216.67,43.33,36.330000000000005,61.54,6.06,67.6
106041,1,1757.20531526,1,1010.0,0.0,6.84,47.34,0.0,47.34
106043,0,1820.0,4,280.0,0.0,6.58,35.38,37.24,72.62
106045,0,6760.0,5,182.17,0.0,9.079999999999998,15.75,19.63,35.38
106046,0,17760.0,4,316.0,91.5,5.159999999999999,41.81,66.48,108.29
106049,1,691.0,1,266.0,118.0,32.919999999999995,19.11,98.18,117.29
106052,0,6337.21735546,1,1470.0,0.0,5.389999999999999,10.83,25.0,35.83
106055,1,1411.662,5,130.33,4.0,19.94,14.13,27.63,41.77
106071,0,7954.83109939569,2,772.0,292.5,11.75,96.34,91.12,187.46
106095,1,0.0,7,188.14,0.0,5.640000000000001,20.53,11.83,32.36
106097,0,3640.0,1,660.0,105.0,1.56,18.66,31.07,49.73
106098,0,1394.0,1,438.0,189.0,2.1100000000000003,60.31,67.65,127.96
106101,0,2360.0,3,311.67,31.67,9.82,1.61,3.63,5.24
106102,0,3033.34,6,123.83,17.5,27.42,13.59,11.4,24.99
106110,1,1467.14679558768,3,167.77,123.33,41.86,9.46,0.0,9.46
106117,0,1680.0,4,225.0,0.0,4.86,6.3,27.68,33.97
106118,0,4520.0,1,377.33,0.0,21.75,46.7,28.84,75.54
106135,1,2094.74261293767,6,180.55,21.67,36.94,17.48,8.44,25.92
106136,1,2900.0,5,419.0,0.0,6.550000000000001,6.58,3.29,9.87
106138,1,25650.0,6,181.33,31.33,14.77,19.29,22.58,41.88
106147,0,4480.0,4,221.25,52.0,33.87,42.86,5.25,48.12
106150,0,800.0,1,308.84,176.0,12.27,27.28,19.29,46.57
106166,0,6720.0,2,565.24,107.5,16.64,48.68,2.0,50.68
106171,0,7440.0,3,551.5,335.0,21.610000000000003,37.01,17.42,54.43
106179,0,1516.662,6,166.67,0.0,3.34,16.34,5.71,22.05
106184,0,4583.33,8,115.9,0.0,40.0,19.88,7.92,27.8
106186,1,1900.0,7,117.14,0.71,4.38,33.24,8.84,42.08
106189,0,2000.0,1,1005.0,15.0,7.43,46.88,22.36,69.24
106194,1,7097.84877938,1,825.0,0.0,7.880000000000001,5.07,43.06,48.13
106202,1,3245.02671207426,5,221.4,0.0,1.99,33.96,2.83,36.79
106207,0,13720.0,2,844.16,55.42,6.92,74.54,65.91,140.46
106214,0,3500.0,1,696.0,20.0,6.37,24.26,0.0,24.26
106228,0,2700.0,2,341.45,419.03,52.21,21.81,21.8,43.61
106250,0,2600.0,2,406.5,0.0,4.0200000000000005,88.62,14.55,103.16
106265,1,6499.17391849752,7,107.14,0.0,6.61,35.82,3.05,38.87
106267,0,2520.0,8,103.12,154.38,26.07,46.82,2.2,49.02
106268,1,0.0,1,830.0,10.0,32.83,108.15,42.94,151.09
106274,0,3406.6,5,191.33,105.12,3.08,38.35,7.55,45.9
106276,0,2142.938,2,156.75,60.84,32.33,61.68,11.52,73.2
106278,0,2100.0,3,180.0,0.0,10.18,82.77,5.5,88.27
106280,0,7591.2530592489,5,252.6,76.5,33.21,35.09,1.57,36.66
106292,0,6500.0,2,0.0,295.0,28.010000000000005,37.22,2.06,39.28
106293,0,4460.33,7,170.43,76.0,9.8,26.67,4.87,31.53
106294,0,5500.0,1,1101.0,20.0,6.549999999999999,71.77,3.6,75.37
106311,1,2726.662,3,453.33,0.0,5.31,36.66,6.04,42.7
106313,1,700.0,2,219.16,8.5,7.0600000000000005,8.8,22.5,31.3
106322,1,0.0,4,195.0,0.0,5.2700000000000005,50.12,12.32,62.43
106326,1,1820.0,2,356.34,28.0,9.81,27.94,39.86,67.81
106327,0,1452.0,1,373.0,103.0,79.88,184.64,16.21,200.85
106328,1,880.0,3,33.67,23.33,4.529999999999999,14.05,10.14,24.19
106335,0,700.0,1,689.0,0.0,48.199999999999996,9.64,12.77,22.41
106344,0,700.0,2,651.0,0.0,6.95,24.1,5.6,29.7
106351,0,3279.0,2,131.88,560.0,6.58,43.06,44.32,87.38
106354,0,3488.57042286199,5,221.0,132.0,5.23,30.41,13.54,43.96
106356,0,2800.0,1,1118.75,42.0,23.2,82.84,22.2,105.04
106357,0,1400.0,2,614.0,0.0,10.39,97.98,42.2,140.18
106365,0,5482.0,6,270.83,143.33,11.99,33.9,3.3,37.2
106367,1,1289.18004881038,3,131.0,0.0,7.95,80.74,13.47,94.21
106377,1,742.67,1,239.5,20.0,10.040000000000001,70.36,37.17,107.53
106382,0,7802.0,5,273.8,26.0,6.75,32.07,15.15,47.23
106384,0,4850.0,3,249.25,139.33,39.83,74.66,5.42,80.08
106388,1,1477.9188967653,7,156.43,4.29,5.09,17.95,2.55,20.5
106390,0,5700.0,2,655.0,822.5,18.48,7.72,3.4,11.12
106396,0,3700.0,2,151.83,450.0,44.449999999999996,29.36,13.88,43.24
106398,1,1305.5711513625,3,202.33,0.0,47.06,10.21,3.69,13.9
106400,0,6150.0,1,1222.0,200.0,5.9799999999999995,45.05,5.99,51.04
106407,0,24561.3411340396,1,1330.0,129.9,5.76,99.4,35.72,135.12
106414,0,5600.0,4,297.0,0.0,6.85,11.66,2.76,14.41
106415,0,0.0,1,591.0,70.0,4.13,28.54,9.35,37.89
106418,0,3080.0,4,200.0,0.0,5.1,6.46,1.42,7.88
106419,0,4290.0,6,83.67,0.0,9.89,22.96,4.26,27.22
106422,0,6160.0,4,185.17,143.75,20.06,7.56,1.62,9.18
106425,0,2883.68695219298,1,802.0,0.0,6.58,15.44,8.82,24.26
106441,0,8749.99999999999,2,485.84,7.5,6.2,114.72,9.07,123.78
106442,1,4880.0,5,214.0,88.0,6.87,72.14,8.06,80.2
106443,0,4331.0,2,166.54,261.5,23.349999999999998,31.28,11.65,42.94
106448,0,4360.8,2,642.92,776.0,1.86,42.81,0.88,43.68
106454,0,9468.33,5,508.9,32.0,15.350000000000001,20.92,1.98,22.89
106462,1,2400.0,3,107.69,0.0,23.720000000000002,68.19,2.93,71.11
106464,1,3402.99291090727,5,168.0,96.0,6.67,20.65,0.65,21.31
106467,1,1080.0,5,190.0,0.0,5.050000000000001,23.58,17.7,41.28
106471,1,1929.0,4,235.75,28.25,29.23,7.84,2.66,10.5
106473,0,1120.0,2,327.5,0.0,6.1499999999999995,41.99,6.43,48.42
106475,1,1274.0,3,405.0,0.0,4.76,25.72,4.65,30.37
106477,1,867.0,2,346.0,10.66,8.66,34.98,3.67,38.65
106484,1,626.989119175415,1,100.0,0.0,5.569999999999999,18.07,6.32,24.39
106486,0,7920.0,8,247.25,65.0,6.779999999999999,13.37,2.12,15.49
106491,0,2240.0,5,541.97,52.6,91.89999999999999,21.45,0.42,21.87
106493,1,0.0,4,200.75,0.0,57.55,14.42,9.84,24.25
106504,0,6000.0,4,406.25,20.0,37.349999999999994,34.61,7.49,42.1
106507,0,1453.0,2,300.0,3.5,19.45,30.97,32.28,63.24
106508,0,3700.662,2,451.66,0.0,4.91,65.81,15.25,81.06
106518,0,1911.0,2,455.5,25.0,4.93,106.2,20.6,126.81
106535,0,5000.0,1,765.0,36.0,22.02,0.0,103.0,103.0
106536,1,6996.0,4,82.08,50.75,5.859999999999999,8.65,9.04,17.69
106542,1,1054.0,1,652.0,25.0,8.86,40.85,133.82,174.67
106550,0,3600.0,4,224.5,0.0,5.91,20.53,1.62,22.16
106581,0,6400.0,4,422.5,112.5,3.31,41.75,0.81,42.56
106582,1,2256.8,4,83.0,19.58,11.889999999999999,80.93,1.87,82.8
106586,0,9545.99999999999,3,475.78,149.28,20.36,63.46,4.79,68.24
106587,0,5858.07339777471,3,148.33,103.33,108.32,7.87,4.89,12.76
106589,0,2546.54100460001,5,194.73,184.4,6.8,27.04,50.04,77.09
106594,0,2400.0,1,380.66,15.0,8.979999999999999,25.8,104.55,130.35
106596,0,1888.0,1,257.17,12.0,2.29,4.97,3.75,8.72
106610,0,6440.0,3,460.0,301.67,2.6400000000000006,22.33,0.43,22.76
106614,0,7720.0,4,180.0,195.0,19.96,24.76,1.32,26.08
106615,0,4169.0,2,530.0,166.66,94.64999999999999,51.66,19.25,70.9
106623,1,2123.338,5,105.0,0.0,6.17,8.91,6.52,15.44
106624,0,13000.0,2,909.08,280.0,21.400000000000002,62.76,11.84,74.59
106625,0,5557.0,2,556.0,207.0,19.839999999999996,37.22,3.22,40.44
106629,0,7035.0,6,258.33,64.17,14.71,38.63,6.12,44.76
106630,1,968.0,1,278.0,43.0,12.62,81.07,17.86,98.93
106636,0,1770.0,1,467.0,155.08,6.0,83.63,58.11,141.74
106648,1,808.0,1,488.0,0.0,7.210000000000001,45.64,7.27,52.91
106651,0,1069.0,1,191.67,0.0,35.24,108.98,26.92,135.9
106658,1,4040.0,5,392.83,252.67,9.57,39.78,0.0,39.78
106659,0,1876.0,1,695.0,396.0,9.620000000000001,38.77,45.59,84.36
106663,0,6413.33,4,244.0,162.5,8.75,47.56,3.41,50.97
106672,0,8340.0,5,338.0,44.0,28.610000000000003,27.47,11.55,39.02
106673,0,7688.58519737362,2,1120.0,115.0,4.55,122.58,1.12,123.71
106683,0,7353.47072088027,5,85.57,102.83,37.300000000000004,54.13,9.19,63.32
106693,0,10658.492,5,255.41,187.71,24.130000000000003,104.61,4.9,109.51
106694,0,5000.0,1,1717.42,0.0,2.49,33.92,17.66,51.58
106696,0,3400.0,2,385.0,0.0,8.89,2.3,5.94,8.24
106700,1,1140.0,4,168.75,0.0,14.52,48.91,4.72,53.62
106705,0,2730.0,4,215.0,12.5,2.31,7.58,14.36,21.93
106710,0,2010.67442244537,1,985.0,220.0,8.25,28.61,12.54,41.15
106711,0,2166.67,2,297.5,142.0,12.53,55.92,19.07,75.0
106715,1,1710.0,2,113.5,39.5,3.3,158.15,77.11,235.26
106721,0,1125.42685243495,1,355.33,0.0,37.68,26.46,0.0,26.46
106724,0,5500.0,2,513.5,470.0,12.260000000000002,203.74,6.49,210.22
106727,1,1338.0,2,442.5,0.0,29.35,32.25,35.44,67.69
106728,1,675.0,3,165.0,1.67,6.66,79.61,30.1,109.71
106730,1,1213.338,3,172.33,0.0,5.2,16.92,36.91,53.83
106733,0,8926.66,4,425.5,95.0,4.930000000000001,74.7,7.56,82.27
106741,1,0.0,5,138.0,0.0,3.89,15.02,37.79,52.81
106743,1,0.0,1,0.0,0.0,61.209999999999994,72.78,42.18,114.96
106747,0,14544.4123320287,7,148.17,48.18,26.62,86.85,28.69,115.54
106750,0,1314.0,1,326.0,260.0,18.439999999999998,84.34,0.0,84.34
106763,0,2600.0,1,506.0,0.0,69.91,67.84,182.24,250.08
106765,0,5022.33,2,265.0,231.92,29.810000000000002,67.26,30.31,97.56
106766,0,3400.0,1,1015.66,1165.0,88.85,98.03,52.95,150.98
106769,0,1344.0,1,826.0,40.0,7.75,24.92,12.26,37.18
106772,0,3570.0,2,509.0,170.0,3.9099999999999993,28.25,25.97,54.22
106776,0,2691.0,1,605.0,138.5,6.859999999999999,90.81,23.52,114.33
106779,1,3397.338,4,325.0,12.5,17.68,34.59,36.66,71.25
106781,0,4700.0,3,208.44,266.67,16.499999999999996,55.62,10.75,66.37
106782,0,3216.0,3,290.0,247.33,9.239999999999998,40.37,3.5,43.87
106784,1,710.0,1,106.92,6.0,42.66,48.44,33.05,81.49
106786,0,7200.0,3,484.44,156.67,35.47,43.17,14.96,58.13
106796,1,205.0,3,40.0,1.0,7.8500000000000005,41.26,5.06,46.33
106798,0,1820.0,2,295.0,26.0,8.26,0.0,0.0,0.0
106800,0,1400.0,3,326.67,2.67,5.52,43.87,5.78,49.65
106802,0,700.0,2,282.5,2.5,6.5,53.08,86.4,139.48
106804,0,1900.0,2,328.75,242.5,4.28,33.57,29.02,62.6
106806,0,2954.0,3,383.89,0.0,19.14,21.03,5.07,26.1
106813,0,960.0,1,200.0,20.58,3.0699999999999994,53.3,18.92,72.22
106816,0,7791.33,4,207.08,95.0,8.120000000000001,59.73,48.38,108.11
106820,1,1143.05,2,133.56,0.0,25.83,25.58,2.25,27.83
106838,0,7400.0,8,198.75,23.75,6.699999999999999,31.52,9.28,40.8
106847,1,1280.0,5,110.8,60.0,5.609999999999999,13.62,6.66,20.28
106853,0,16847.6,4,329.15,5.0,5.88,44.32,10.16,54.48
106854,1,1120.0,4,143.75,0.0,9.75,12.52,1.22,13.74
106857,0,0.0,2,815.0,0.0,91.87,82.03,21.42,103.45
106860,0,2061.06372089025,5,140.0,30.0,7.129999999999999,21.76,0.86,22.61
106861,1,2160.0,6,114.88,0.0,9.55,0.33,0.51,0.84
106862,0,8213.338,3,114.14,48.33,39.27,64.92,2.04,66.96
106874,1,1355.0,3,104.7,0.0,9.28,3.65,4.08,7.73
106875,0,5918.26261027387,2,1117.34,186.5,50.870000000000005,36.52,1.0,37.52
106888,0,3646.0,2,598.0,200.0,6.57,49.02,3.88,52.9
106896,1,789.0,1,227.0,440.0,75.5,164.06,15.2,179.26
106912,0,1072.55524075896,2,322.5,0.0,5.6499999999999995,5.94,18.55,24.5
106916,0,6576.0,2,526.5,26.08,7.58,109.94,35.54,145.49
106917,0,4254.33,7,143.08,9.28,9.59,39.15,1.26,40.41
106920,1,4170.0,6,73.83,0.0,6.58,3.62,2.06,5.68
106923,0,5140.0,2,388.0,15.0,6.89,18.46,7.66,26.12
106934,1,1872.662,3,226.67,123.33,7.970000000000001,43.49,12.92,56.4
106942,1,1742.662,2,59.0,43.0,6.84,9.0,3.46,12.46
106947,1,710.0,1,204.0,9.0,10.42,0.0,1.05,1.05
106959,0,3400.0,2,619.0,165.0,5.61,32.49,11.8,44.28
106972,0,5100.0,3,187.33,50.0,8.14,24.36,58.53,82.88
106973,0,4396.0,2,512.0,264.0,7.629999999999999,42.06,23.18,65.24
106975,0,5711.67,2,247.5,65.0,39.53,26.14,14.55,40.68
106976,0,4853.338,3,657.67,0.0,6.449999999999999,63.17,8.33,71.49
106981,0,2950.0,2,507.0,160.0,3.73,54.39,16.72,71.1
106982,1,2660.0,2,319.5,64.0,20.790000000000003,28.6,47.1,75.69
106983,1,1391.41113257891,5,148.0,0.0,9.94,23.09,9.56,32.64
107011,0,2176.17297091563,3,143.33,0.0,7.3100000000000005,33.65,38.75,72.4
107017,1,10173.786,10,86.3,0.0,5.029999999999999,6.58,1.3,7.87
107018,1,1440.0,3,420.0,0.0,5.33,61.02,26.49,87.51
107019,1,2562.0,9,36.89,4.44,2.7199999999999998,5.97,2.2,8.17
107022,0,9450.0,2,188.0,254.5,98.25,7.12,7.5,14.62
107025,1,2073.338,5,123.6,0.0,70.31,27.87,9.48,37.35
107026,1,1394.0,3,128.33,0.0,12.629999999999999,21.48,5.18,26.66
107042,0,17396.668,5,106.6,0.0,27.439999999999998,5.5,14.23,19.73
107047,1,1904.0,4,125.0,0.0,79.86,38.55,21.4,59.95
107050,1,2442.60713449068,2,236.75,38.0,6.66,43.86,19.95,63.82
107053,1,850.0,1,600.0,3.0,23.060000000000002,50.0,17.48,67.48
107055,0,4198.0,2,346.5,50.0,10.040000000000001,82.36,83.82,166.18
107067,0,2380.0,2,346.0,27.5,6.130000000000001,17.82,8.54,26.36
107071,0,2940.0,2,353.5,0.0,4.08,79.86,112.23,192.09
107072,1,3360.21109664,2,377.0,20.0,9.97,41.42,68.32,109.74
107078,1,1450.0,3,236.67,3.67,6.75,24.97,102.41,127.38
107087,0,2605.34178647987,5,194.13,31.6,6.949999999999999,31.39,1.88,33.27
107093,1,1494.0,3,224.33,15.0,29.259999999999998,2.1,0.4,2.5
107109,0,4725.0,4,221.25,3.62,19.62,24.86,0.98,25.83
107118,0,4680.0,2,501.5,189.0,27.03,15.73,8.61,24.34
107119,0,14078.0,4,455.0,112.5,5.88,72.62,22.39,95.01
107123,1,2165.0,4,294.67,61.5,29.200000000000003,119.58,14.3,133.89
107124,0,1350.0,6,34.94,3.33,7.1899999999999995,43.41,4.84,48.25
107125,1,698.0,1,216.0,28.0,27.93,38.89,8.61,47.5
107131,1,700.0,3,231.67,0.0,6.52,17.95,5.26,23.2
107141,1,2894.662,4,247.5,0.0,4.96,32.78,29.09,61.88
107149,0,4760.0,4,182.5,75.5,8.57,1.38,0.8,2.17
107152,1,805.0,1,562.0,0.0,6.52,5.7,10.7,16.4
107155,0,1786.0,1,736.0,140.0,14.840000000000002,111.59,0.0,111.59
107162,0,2200.0,2,322.5,51.66,4.82,30.56,6.16,36.73
107166,0,3781.0,2,367.75,478.0,10.34,38.22,21.05,59.27
107174,0,11864.67,4,309.25,93.17,25.53,27.96,32.26,60.22
107176,0,4485.23970619948,4,192.5,150.0,41.67,24.12,1.92,26.04
107180,0,2528.84661280727,7,100.29,28.57,23.49,0.4,0.39,0.79
107182,1,1400.0,2,221.5,0.0,28.07,86.42,1.06,87.48
107187,1,2800.0,6,124.17,0.0,6.82,64.57,6.79,71.36
107190,0,2000.0,12,83.97,0.0,7.88,16.73,4.38,21.12
107191,0,1900.0,3,217.29,1.33,6.2700000000000005,18.92,1.86,20.78
107195,1,595.0,5,241.0,0.0,5.9399999999999995,39.16,6.03,45.19
107220,0,4200.0,3,323.33,18.33,7.45,42.93,2.59,45.52
107221,1,1841.0,2,510.0,144.5,9.62,14.58,1.29,15.86
107236,0,7039.59579921536,2,690.0,0.0,79.12,32.92,9.5,42.42
107259,1,0.0,1,480.0,0.0,7.09,94.49,67.18,161.67
107263,0,7325.10436544453,2,465.0,0.0,4.27,57.64,13.28,70.92
107265,1,5650.0,8,184.62,0.0,5.9,21.83,2.79,24.61
107279,0,23389.83,3,625.0,106.67,16.11,80.16,16.86,97.01
107280,0,13800.0,4,797.71,150.0,39.12,102.99,4.47,107.46
107294,0,1763.18278559538,1,184.17,0.0,4.41,18.13,16.05,34.18
107296,0,6608.34000000001,5,420.0,80.0,6.470000000000001,26.27,1.12,27.39
107301,1,14840.0,4,171.25,6.25,4.78,20.66,3.08,23.74
107302,0,914.33,1,325.84,78.0,22.339999999999996,102.14,4.57,106.71
107304,0,4491.0,3,435.03,14.33,7.5600000000000005,19.68,2.76,22.44
107310,0,5763.324,3,316.0,0.0,5.6499999999999995,43.57,18.62,62.19
107311,0,1778.74407932388,3,147.67,125.0,5.34,21.2,2.83,24.03
107320,0,8453.2,2,618.5,29.16,36.28,38.8,12.94,51.74
107323,0,3256.0671788,1,1345.33,253.0,3.28,71.45,11.43,82.88
107330,0,8205.0,2,312.5,175.0,57.269999999999996,108.18,6.52,114.7
107331,0,1785.00472114205,5,178.2,7.0,6.65,20.41,8.76,29.16
107335,1,2193.63395567116,3,217.67,0.0,5.69,25.0,2.73,27.72
107340,0,1593.61337536,2,450.0,0.0,20.3,53.18,13.56,66.74
107341,0,3743.138,4,218.25,92.0,13.68,32.55,9.05,41.6
107343,0,11475.0,3,273.33,357.33,7.51,8.46,1.49,9.95
107352,0,1700.0,2,422.5,0.0,1.56,25.82,20.2,46.02
107366,0,5260.0,2,552.0,0.0,4.78,65.7,2.54,68.24
107373,0,5011.89373338347,4,807.49,2.5,6.720000000000001,35.54,6.16,41.7
107383,0,22000.0,5,125.4,55.0,17.85,23.06,3.24,26.29
107388,1,2700.0,3,327.33,8.0,1.86,26.3,10.04,36.34
107389,0,3080.25405308198,3,225.0,116.67,17.450000000000003,24.23,5.77,30.0
