"eventid","hhnum","whogotpnum","athome","date","date_flag","startmon","daynum","daynum_flag","placeid","placecateg","placecateg_ers","placetype","placeedit_type","placeedit_spaces","placeedit_case","placeedit_name","placeclean_flag","placedist_s","placedist_d","placetime_d","placedist_w","placetime_w","placesnap","placesnap_flag","placesnaptype","free","free_flag","totalpaid","totalpaid_flag","receiptreportedbp","receiptreportedph","receiptobserved","couponsreported","couponsobserved","loyaltycard","storesavings","couponsgeneral","paytypenum","cash","check","creditcard","debitcard","ebt_snap","ebt_snapamt","snapamt_flag","ebt_tanf","ebt_tanfamt","ebt_unk","ebt_unkamt","wic","wicamt","wicamt_flag","giftcard","paytype_flag","itemstot","itemsscanned","itemsbook","itemsblue","itemsreceipt","nummissprices","iteminfotype","reportmethod","booktype","bookpnum","startdate_flag","scandate_flag","abletoscanbp","abletoscanph","practice_flag","manualmatch_flag","moved_flag","multplaces_flag"
65792,100012,1,1,1/10/2013,0,1,2,0,1017721,1,,122,,,,,3,0.327358500249764,0.682,2.37,0.662,12.45,1,0,"SM",0,0,1.8,0,,1,1,0,0,0,0,0,1,1,0,0,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,2,2,0,0,0,,1,6,"Primary",1,0,0,1,0,0,0,0,0
66220,100012,1,1,1/11/2013,0,1,3,0,1017721,1,,122,,,,,3,0.327358500249764,0.682,2.37,0.662,12.45,1,0,"SM",0,0,22.39,0,,1,1,0,0,0,0,0,1,1,0,0,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,8,6,0,0,2,,1,6,"Primary",1,0,0,1,0,0,0,0,0
66221,100012,1,1,1/12/2013,0,1,4,0,1017721,1,,122,,,,,3,0.327358500249764,0.682,2.37,0.662,12.45,1,0,"SM",0,0,9.62,0,,1,1,0,0,0,0,0,1,1,0,0,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,3,3,0,0,0,,1,6,"Primary",1,0,0,1,0,0,0,0,0
66222,100012,1,1,1/13/2013,0,1,5,0,1017721,1,,122,,,,,3,0.327358500249764,0.682,2.37,0.662,12.45,1,0,"SM",0,0,39.75,0,,1,1,0,0,0,0,0,1,1,0,0,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,13,13,0,0,0,,1,6,"Primary",1,0,0,1,0,0,0,0,0
66485,100012,2,1,1/14/2013,0,1,6,0,1017721,1,,122,,,,,3,0.327358500249764,0.682,2.37,0.662,12.45,1,0,"SM",0,0,54.67,0,,1,1,0,0,0,0,0,1,1,0,0,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,28,22,0,0,6,,1,6,"Adult",2,0,0,1,0,0,0,0,0
66486,100012,2,1,1/14/2013,0,1,6,0,1076160,1,,122,,,,,3,0.334685230647059,0.557,2.65,0.557,10.45,1,0,"SM",0,0,5.34,0,,1,1,0,0,0,0,0,1,1,0,0,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,1,1,0,0,0,,1,6,"Adult",2,0,0,1,0,0,0,0,0
32752,100015,1,1,8/28/2012,0,8,2,0,1143588,1,,122,,,,,3,2.33203315171459,2.533,8.62,-996,-996,1,0,"SM",0,0,8.79,0,0,0,0,0,,0,,,1,1,0,0,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,1,1,0,0,0,,2,5,"Primary",1,0,0,1,0,0,0,1,0
33372,100015,1,1,8/29/2012,0,8,3,0,1053823,1,,122,,,,,3,1.04152904061908,1.352,7.38,-996,-996,1,0,"SM",0,0,5.99,0,0,0,0,,,,,,,,,,,,-996,-996,,-996,,-996,,-996,-996,,0,2,0,0,2,0,,2,5,"Primary",1,0,0,2,0,0,0,0,0
33373,100015,1,1,8/29/2012,0,8,3,0,1131540,1,,122,,,,,3,1.46107614260768,2.676,7.52,-996,-996,1,0,"SM",0,0,6.4,0,1,1,0,0,,0,,,1,1,0,0,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,2,1,0,1,0,,2,5,"Primary",1,0,0,2,0,0,0,1,0
33377,100015,1,1,8/30/2012,0,8,4,0,1053823,1,,122,,,,,3,1.04152904061908,1.352,7.38,-996,-996,1,0,"SM",0,0,10.52,0,,1,0,0,,0,,,1,1,0,0,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,3,2,0,1,0,,2,5,"Primary",1,0,0,1,0,0,1,0,0
33380,100015,1,1,8/31/2012,0,8,5,0,1131540,1,,122,,,,,3,1.46107614260768,2.676,7.52,-996,-996,1,0,"SM",0,0,4.12,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,2,1,1,0,0,,1,6,"Primary",1,0,0,2,0,0,0,0,0
33381,100015,1,1,8/31/2012,0,8,5,0,1053823,1,,122,,,,,3,1.04152904061908,1.352,7.38,-996,-996,1,0,"SM",0,0,4.74,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,1,1,0,0,0,,1,6,"Primary",1,0,0,1,0,0,0,0,0
13422,100024,1,1,6/10/2012,0,6,1,0,1100395,1,,102,,,,,3,5.46679135822523,7.706,15.38,-996,-996,1,0,"CO",0,0,18.2,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,9,9,0,0,0,,1,6,"Primary",1,0,0,1,0,0,0,0,0
13423,100024,1,1,6/10/2012,0,6,1,0,1100395,1,,102,,,,,3,5.46679135822523,7.706,15.38,-996,-996,1,0,"CO",0,0,6,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,2,2,0,0,0,,1,6,"Primary",1,0,0,1,0,0,0,0,0
14503,100024,1,1,6/15/2012,0,6,6,0,1039654,1,,121,,,,,4,1.96844435323028,2.397,6.73,-996,-996,1,0,"SS",0,0,58.77,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,12,12,0,0,0,,1,6,"Primary",1,0,0,1,0,0,0,0,0
19878,100026,1,1,7/15/2012,0,7,2,0,1060627,1,,121,,,,,3,17.2836216502629,25.75,43.72,-996,-996,1,0,"SS",0,0,2.16,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,1,1,0,0,0,,1,6,"Primary",1,0,0,1,0,0,0,0,0
19879,100026,1,1,7/15/2012,0,7,2,0,1060627,1,,121,,,,,3,17.2836216502629,25.75,43.72,-996,-996,1,0,"SS",0,0,33.53,0,1,1,1,0,0,0,0,0,2,1,0,0,1,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,7,7,0,0,0,,1,6,"Primary",1,0,0,1,0,0,0,0,0
20540,100026,1,1,7/16/2012,0,7,3,0,1093755,1,,106,,,,,3,9.51812488836294,10.59,16.92,-996,-996,1,0,"CO",0,0,4.08,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,1,1,0,0,0,,1,6,"Primary",1,0,0,1,0,0,0,0,0
20541,100026,1,1,7/17/2012,0,7,4,0,1172046,1,,121,,,,,4,21.8150795368597,33.122,45.45,-996,-996,1,0,"SS",0,0,50.06,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,17,17,0,0,0,,1,6,"Primary",1,0,0,1,0,0,0,0,0
20542,100026,1,1,7/17/2012,0,7,4,0,1085860,1,,106,,,,,3,17.7796465444911,25.175,36.38,-996,-996,1,0,"CO",0,0,23.53,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,1,1,0,0,0,,1,6,"Primary",1,0,0,1,0,0,0,0,0
20544,100026,1,1,7/17/2012,0,7,4,0,,3,,314,,,,,-996,,,,,,0,0,".V",1,0,0,0,0,0,0,0,0,0,0,,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,0,3,0,3,0,0,,5,5,"Primary",1,0,0,1,0,0,0,0,0
20546,100026,3,1,7/18/2012,0,7,5,0,,3,,314,,,,,-996,,,,,,0,0,".V",1,0,0,0,0,0,0,0,0,0,0,,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,0,15,0,0,5,10,,5,5,"Adult",3,0,0,1,0,0,0,0,0
21303,100026,1,1,7/20/2012,0,7,7,0,1135126,1,,111,,,,,3,1.71507785293357,4.358,9.98,-996,-996,1,0,"LG",0,0,9.59,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,9,7,0,0,2,,1,6,"Primary",1,0,0,1,0,0,0,0,0
21305,100026,2,1,7/18/2012,0,7,5,0,,3,,310,,,,,-996,,,,,,0,0,".V",1,1,0,0,,0,0,,0,,0,,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,3,8,0,8,0,0,,5,3,"Adult",2,0,0,,0,0,1,0,0
9417,100028,1,1,5/20/2012,0,5,1,0,1124678,1,,106,,,,,3,1.19282159461147,1.798,5.77,-996,-996,1,0,"CO",0,0,5.65,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,4,3,0,0,1,,1,6,"Primary",1,0,0,1,0,0,0,0,0
9418,100028,1,1,5/21/2012,0,5,2,0,1104922,1,,122,0,0,0,1,3,1.24620527655896,1.548,4.23,-996,-996,1,0,"SM",0,0,32.79,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,10,5,0,0,5,,1,6,"Primary",1,0,0,1,0,0,0,0,0
10310,100028,1,1,5/22/2012,0,5,3,0,1164491,1,,112,,,,,3,0.535663474788802,0.57,1.32,0.57,10.25,1,0,"MG",0,0,6.18,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,5,5,0,0,0,,1,6,"Primary",1,0,0,1,0,0,0,0,0
10311,100028,1,1,5/23/2012,0,5,4,0,1104922,1,,122,0,0,0,1,3,1.24620527655896,1.548,4.23,-996,-996,1,0,"SM",0,0,9.41,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,6,6,0,0,0,,1,6,"Primary",1,0,0,1,0,0,0,0,0
10312,100028,1,1,5/24/2012,0,5,5,0,1104922,1,,122,0,0,0,1,3,1.24620527655896,1.548,4.23,-996,-996,1,0,"SM",0,0,14.01,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,5,5,0,0,0,,1,6,"Primary",1,0,0,1,0,0,0,0,0
10767,100028,1,1,5/26/2012,0,5,7,0,1104922,1,,122,0,0,0,1,3,1.24620527655896,1.548,4.23,-996,-996,1,0,"SM",0,0,9.71,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,6,6,0,0,0,,1,6,"Primary",1,0,0,1,0,0,0,0,0
28229,100028,3,1,5/26/2012,0,5,7,0,1104922,1,,122,0,0,0,1,3,1.24620527655896,1.548,4.23,-996,-996,1,0,"SM",0,0,11.24,0,1,-996,1,0,0,1,1,0,1,1,0,0,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,5,4,0,0,1,,1,2,"Adult",3,0,0,1,-996,0,0,0,0
6398,100031,1,1,5/2/2012,0,5,2,0,1154643,1,,121,0,0,0,1,3,2.12392086659984,2.252,6.42,-996,-996,1,0,"SS",0,0,11.09,0,1,1,1,0,1,0,1,1.94,1,1,0,0,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,7,3,0,1,3,,1,6,"Primary",1,0,0,1,0,0,0,0,0
6613,100031,1,1,5/5/2012,0,5,5,0,,1,,107,0,0,0,0,9,,,,,,0,0,".V",0,0,20.5,0,0,0,0,0,,0,,,1,1,0,0,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,9,0,2,7,0,,2,5,"Primary",1,0,1,2,0,0,0,0,0
6614,100031,1,1,5/5/2012,0,5,5,0,1154643,1,,121,0,0,0,1,3,2.12392086659984,2.252,6.42,-996,-996,1,0,"SS",0,0,29.89,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,6,0,0,0,6,,1,6,"Primary",1,0,0,1,0,0,0,0,0
6615,100031,1,1,5/5/2012,0,5,5,0,1090861,1,,122,,,,,3,2.35211955473647,3.13,8.23,-996,-996,1,0,"SM",0,0,108.86,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,27,17,2,2,6,,1,6,"Primary",1,0,0,2,0,0,0,0,0
7263,100040,1,1,5/10/2012,0,5,1,0,1168682,1,,121,,,,,3,1.48040599016413,2.098,5.72,-996,-996,1,0,"SS",0,0,17.14,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,17.14,0,0,-996,0,-996,0,-996,-996,0,0,7,6,0,0,1,,1,6,"Primary",1,0,0,1,0,0,0,0,0
7264,100040,1,1,5/10/2012,0,5,1,0,1068077,1,,111,,,,,3,1.01400549768516,1.747,4.98,-996,-996,1,0,"LG",0,0,4.87,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,4.87,0,0,-996,0,-996,0,-996,-996,0,0,4,0,0,0,4,,1,6,"Primary",1,0,0,2,0,0,0,0,0
8361,100040,1,1,5/15/2012,0,5,6,0,1168682,1,,121,,,,,3,1.48040599016413,2.098,5.72,-996,-996,1,0,"SS",0,0,19.11,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,19.11,0,0,-996,0,-996,0,-996,-996,0,0,7,5,0,0,2,,1,6,"Primary",1,0,0,2,0,0,0,0,0
56342,100049,1,1,11/30/2012,0,11,2,0,1160915,1,,121,,,,,3,4.4220716916866,6.48,13.35,-996,-996,1,0,"SS",0,0,61.28,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,27,20,4,2,1,,1,6,"Primary",1,0,0,1,0,0,0,0,1
56343,100049,1,1,11/30/2012,0,11,2,0,1172171,1,,123,,,,,3,4.48481089064449,6.564,13.5,-996,-996,1,0,"SS",0,0,28.26,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,2,1,0,1,0,,1,6,"Primary",1,0,0,1,0,0,0,0,1
35185,100053,1,1,9/7/2012,0,9,2,0,1057467,1,,122,,,,,3,11.6195049708217,12.053,18.57,-996,-996,1,0,"SM",0,0,3.98,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,1,0,0,1,0,,1,6,"Primary",1,0,0,3,0,0,0,0,0
35807,100053,1,1,9/8/2012,0,9,3,0,1111334,1,,106,,,,,3,1.63269239814311,1.829,4.68,-996,-996,1,0,"CO",0,0,10.91,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,7,7,0,0,0,,1,6,"Primary",1,0,0,1,0,0,0,0,0
35811,100053,1,1,9/10/2012,0,9,5,0,1015948,1,,122,0,0,1,0,3,7.7290048212311,8.158,13.83,-996,-996,1,0,"SM",0,0,34.13,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,10,8,0,2,0,,1,6,"Primary",1,0,0,2,1,0,0,0,0
36449,100053,1,1,9/11/2012,0,9,6,0,1145507,1,,102,,,,,3,9.70769658265671,9.982,16.05,-996,-996,1,0,"CO",0,0,3.02,0,1,1,1,,0,,0,0,1,1,0,0,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,2,1,0,0,1,,1,6,"Primary",1,0,1,1,0,0,0,0,0
56279,100053,1,1,9/10/2012,0,9,5,0,1015948,1,,122,0,0,1,0,3,7.7290048212311,8.158,13.83,-996,-996,1,0,"SM",0,0,4.99,0,,-996,1,,0,,0,0,1,0,0,1,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,1,1,0,0,0,,1,2,"Primary",1,0,0,,-996,0,0,0,0
27116,100054,1,1,8/11/2012,0,8,2,0,1156206,1,,122,,,,,3,1.81936447039356,2.776,8.17,-996,-996,1,0,"SM",0,0,192.84,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,47,5,0,0,42,,1,6,"Primary",1,0,0,2,0,0,0,0,0
27117,100054,1,1,8/11/2012,0,8,2,0,1105036,1,,122,,,,,3,1.6905641064959,2.195,6.5,-996,-996,1,0,"SM",0,0,18.74,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,7,4,1,0,2,,1,6,"Primary",1,0,0,1,0,0,0,0,0
27118,100054,1,1,8/11/2012,0,8,2,0,1165511,1,,122,,,,,3,0.415947344111255,0.941,3.27,0.844,16.53,1,0,"SM",0,0,9.66,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,4,4,0,0,0,,1,6,"Primary",1,0,0,1,0,0,0,0,0
28175,100054,1,1,8/14/2012,0,8,5,0,1038061,1,,121,,,,,3,12.763982088426,14.635,19.28,-996,-996,1,0,"SS",0,0,97.7,0,1,1,1,0,1,0,1,0.5,1,0,0,1,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,18,12,0,0,6,,1,6,"Primary",1,0,0,2,0,0,0,0,0
51179,100054,1,1,8/16/2012,0,8,7,0,3000375,1,,103,,,,,4,286.083968302008,-996,-996,-996,-996,0,0,".V",0,0,54.14,0,1,-996,1,0,0,0,0,0,1,0,0,1,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,11,8,0,2,1,,1,2,"Primary",1,0,0,,-996,0,0,0,0
51182,100054,1,1,8/10/2012,0,8,1,0,3006160,2,,218,,,,,4,286.083406077298,-996,-996,-996,-996,0,0,".V",0,0,18.09,0,1,-996,1,0,0,0,0,0,1,0,0,1,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,4,0,0,4,0,,1,2,"Primary",1,0,0,3,-996,0,0,0,0
47743,100055,1,1,10/21/2012,0,10,1,0,1134371,1,,106,,,,,4,7.19521251675515,9.019,13.43,-996,-996,1,0,"CO",0,0,20.53,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,7,2,0,0,5,,1,6,"Primary",1,0,0,1,0,0,0,0,0
47744,100055,1,1,10/21/2012,0,10,1,0,1083704,1,,122,,,,,3,7.28340154224806,9.114,13.55,-996,-996,1,0,"SM",0,0,16.66,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,7,7,0,0,0,,1,6,"Primary",1,0,0,1,0,0,0,0,0
47746,100055,1,1,10/23/2012,0,10,3,0,1173746,1,,121,,,,,3,16.6806640222862,28.277,34.15,-996,-996,1,0,"SS",0,0,217.62,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,22,20,0,0,2,,1,6,"Primary",1,0,0,1,0,0,0,0,0
49012,100055,1,1,10/26/2012,0,10,6,0,1174453,1,,123,,,,,0,41.4567159255342,49.503,66.2,-996,-996,1,1,"SS",0,0,19.35,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,6,6,0,0,0,,1,6,"Primary",1,0,0,1,0,0,0,0,0
59409,100059,1,1,10/25/2012,0,10,2,0,,3,,310,,,,,-996,,,,,,0,0,".V",1,0,0,0,0,-996,0,0,0,0,0,,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,0,1,0,1,0,0,,5,1,"Primary",1,0,0,3,-996,0,0,0,0
59410,100059,1,1,10/28/2012,0,10,5,0,1071427,1,,122,,,,,3,2.41258382915706,3.019,8.82,-996,-996,1,0,"SM",0,0,8.96,0,1,-996,1,0,0,0,0,0,1,0,0,1,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,5,5,0,0,0,,1,2,"Primary",1,0,0,1,-996,0,0,0,0
59411,100059,1,1,10/28/2012,0,10,5,0,1085792,1,,122,,,,,3,23.4457239042385,29.454,35.03,-996,-996,1,0,"SM",0,0,9.96,0,1,-996,1,0,0,1,1,0,1,0,0,1,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,4,4,0,0,0,,1,2,"Primary",1,0,0,1,-996,0,0,0,0
21515,100060,1,1,7/22/2012,0,7,7,0,1072696,1,,121,,,,,3,0.396035836796985,0.777,4.6,0.556,10.93,1,0,"SS",0,0,9.43,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,3,2,0,0,1,,1,6,"Primary",1,0,0,1,0,0,0,0,0
40915,100061,1,1,9/27/2012,0,9,2,0,1037370,1,,121,,,,,3,4.15711589826488,6.426,9.12,-996,-996,1,0,"SS",0,0,19.41,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,4,4,0,0,0,,1,6,"Primary",1,0,0,1,0,0,0,0,0
40917,100061,1,1,9/27/2012,0,9,2,0,1114620,1,,122,,,,,3,0.592999296036762,1.086,3.53,0.813,15.78,1,0,"SM",0,0,2,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,1,1,0,0,0,,1,6,"Primary",1,0,0,1,0,0,0,0,0
42111,100061,1,1,9/29/2012,0,9,4,0,1086749,1,,122,,,,,3,3.13514655853562,5.305,8.53,-996,-996,1,0,"SM",0,0,129.34,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,43,39,1,0,3,,1,6,"Primary",1,0,0,1,0,0,0,0,0
26718,100067,2,1,8/8/2012,0,8,1,0,1024659,1,,121,,,,,3,0.971745034388955,1.616,5.03,1.617,31.62,1,0,"SS",0,0,62.35,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,15,15,0,0,0,,1,6,"Adult",2,0,0,1,0,0,0,0,0
27523,100067,1,1,8/11/2012,0,8,4,0,1024659,1,,121,,,,,1,0.971745034388955,1.616,5.03,1.617,31.62,1,0,"SS",0,0,13.66,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,1,0,0,1,0,,1,6,"Primary",1,0,0,2,0,0,0,0,0
27526,100067,2,1,8/10/2012,0,8,3,0,3000135,1,,110,,,,,0,1.28915810156237,2.116,5.43,-996,-996,0,0,".V",0,0,7.62,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,1,1,0,0,0,,1,6,"Adult",2,0,0,1,0,0,0,0,0
28160,100067,2,1,8/13/2012,0,8,6,0,3000135,1,,110,,,,,2,1.28915810156237,2.116,5.43,-996,-996,0,0,".V",0,0,7.56,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,1,1,0,0,0,,1,6,"Adult",2,0,0,1,0,0,0,0,0
28161,100067,2,1,8/14/2012,0,8,7,0,1024659,1,,121,,,,,3,0.971745034388955,1.616,5.03,1.617,31.62,1,0,"SS",0,0,46.72,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,11,11,0,0,0,,1,6,"Adult",2,0,0,1,0,0,0,0,0
28162,100067,2,1,8/14/2012,0,8,7,0,3000135,1,,110,,,,,2,1.28915810156237,2.116,5.43,-996,-996,0,0,".V",0,0,4.13,0,0,0,0,0,,0,,,1,0,0,0,1,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,,,,,,,3,5,"Adult",2,0,0,1,0,0,0,0,0
70114,100067,1,1,8/11/2012,0,8,4,0,1024659,1,,121,,,,,1,0.971745034388955,1.616,5.03,1.617,31.62,1,0,"SS",0,0,43.32,0,,-996,1,,0,,0,0,1,0,0,0,1,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,2,2,0,0,0,,1,2,"Primary",1,0,0,,-996,0,0,0,0
10646,100069,1,1,5/25/2012,0,5,1,0,1058611,1,,122,,,,,3,1.97123655597129,2.064,5.83,-996,-996,1,0,"SM",0,0,55.39,0,,1,1,0,0,1,1,0,1,0,0,0,1,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,12,6,0,0,6,,1,6,"Primary",1,0,0,1,0,0,0,0,0
11231,100069,1,1,5/28/2012,0,5,4,0,1051321,1,,122,,,,,3,1.49574539472852,2.124,4.68,-996,-996,1,0,"SM",0,0,46.33,0,,1,1,0,0,1,1,0,1,0,0,0,1,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,19,13,2,0,4,,1,6,"Primary",1,0,0,2,0,0,0,0,0
11796,100069,1,1,5/31/2012,0,5,7,0,1058611,1,,122,,,,,3,1.97123655597129,2.064,5.83,-996,-996,1,0,"SM",0,0,44.8,0,,1,1,0,0,1,1,0,1,1,0,0,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,15,1,0,0,14,,1,6,"Primary",1,0,0,3,0,0,0,0,0
15861,100074,1,1,6/23/2012,0,6,1,0,1130214,1,,122,,,,,3,0.832331288381021,1.28,5.67,1.047,20.42,1,0,"SM",0,0,10.96,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,6,6,0,0,0,,1,6,"Primary",1,0,0,1,0,0,0,0,0
15862,100074,1,1,6/24/2012,0,6,2,0,1130214,1,,122,,,,,3,0.832331288381021,1.28,5.67,1.047,20.42,1,0,"SM",0,0,14.93,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,8,5,2,0,1,,1,6,"Primary",1,0,0,1,0,0,0,0,0
16875,100074,1,1,6/25/2012,0,6,3,0,1130214,1,,122,,,,,3,0.832331288381021,1.28,5.67,1.047,20.42,1,0,"SM",0,0,3,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,5,5,0,0,0,,1,6,"Primary",1,0,0,1,0,0,0,0,0
16881,100074,1,1,6/29/2012,0,6,7,0,1130214,1,,122,,,,,3,0.832331288381021,1.28,5.67,1.047,20.42,1,0,"SM",0,0,11.48,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,11,10,1,0,0,,1,6,"Primary",1,0,0,2,0,0,0,0,0
56144,100076,4,1,11/29/2012,0,11,2,0,1165135,1,,121,,,,,3,1237.98243217322,-996,-996,-996,-996,1,0,"SS",0,0,11.39,0,,0,0,0,,0,,,1,1,0,0,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,7,0,0,7,0,,2,5,"Adult",4,0,0,3,0,0,0,1,0
56635,100076,1,1,12/1/2012,0,11,4,0,1165766,1,,119,,,,,3,2.15970788399565,3.068,8.48,-996,-996,1,0,"CO",0,0,177.82,0,,1,0,,,,,,,,,,,,-996,-996,,-996,,-996,,-996,-996,,0,3,3,0,0,0,,2,3,"Primary",1,0,0,,0,0,1,0,0
