"eventid","hhnum","whogotpnum","athome","date","date_flag","startmon","daynum","daynum_flag","placeid","placecateg","placecateg_ers","placetype","placeedit_type","placeedit_spaces","placeedit_case","placeedit_name","placeclean_flag","placedist_s","placedist_d","placetime_d","placedist_w","placetime_w","placesnap","placesnap_flag","placesnaptype","free","free_flag","totalpaid","totalpaid_flag","receiptreportedbp","receiptreportedph","receiptobserved","couponsreported","couponsobserved","loyaltycard","storesavings","couponsgeneral","paytypenum","cash","check","creditcard","debitcard","ebt_snap","ebt_snapamt","snapamt_flag","ebt_tanf","ebt_tanfamt","ebt_unk","ebt_unkamt","wic","wicamt","wicamt_flag","giftcard","paytype_flag","itemstot","itemsscanned","itemsbook","itemsblue","itemsreceipt","nummissprices","iteminfotype","reportmethod","booktype","bookpnum","startdate_flag","scandate_flag","abletoscanbp","abletoscanph","practice_flag","manualmatch_flag","moved_flag","multplaces_flag"
26416,106046,1,1,8/8/2012,0,8,1,0,,3,,315,,,,,-996,,,,,,0,0,".V",1,0,0,0,0,0,0,0,0,0,0,,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,0,5,0,5,0,0,,5,5,"Primary",1,0,0,1,0,0,0,0,0
26417,106046,1,1,8/9/2012,0,8,2,0,,3,,315,,,,,-996,,,,,,0,0,".V",1,0,0,0,0,0,0,0,0,0,0,,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,0,3,0,3,0,0,,5,5,"Primary",1,0,0,1,0,0,0,0,0
28109,106046,1,1,8/13/2012,0,8,6,0,1022551,1,,102,,,,,3,0.72110737976625,0.963,3.35,0.938,19.88,1,0,"CO",0,0,66.01,0,1,1,1,1,1,1,1,6.1,1,0,0,1,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,15,13,0,0,2,,1,6,"Primary",1,0,0,1,0,0,0,0,0
28111,106046,1,1,8/13/2012,0,8,6,0,1056651,1,,121,,,,,3,0.482475848295261,0.709,3.12,0.647,14.1,1,0,"SS",0,0,19.9,0,1,0,1,1,1,0,1,2,1,0,0,1,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,7,6,1,0,0,,1,6,"Primary",1,0,0,1,0,0,0,0,0
28116,106046,3,1,8/12/2012,0,8,5,0,1022551,1,,102,,,,,3,0.72110737976625,0.963,3.35,0.938,19.88,1,0,"CO",0,0,27.39,0,1,1,1,1,1,1,1,4,1,0,0,1,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,14,11,1,0,2,,1,6,"Adult",3,0,0,1,0,0,0,0,0
28124,106046,2,1,8/11/2012,0,8,4,0,1022551,1,,102,,,,,3,0.72110737976625,0.963,3.35,0.938,19.88,1,0,"CO",0,0,12.67,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,4,2,0,1,1,,1,6,"Adult",2,0,0,2,0,0,0,0,0
15795,106049,1,1,6/23/2012,0,6,1,0,1010315,1,,106,,,,,3,0.186246755876544,0.224,1.22,0.224,4.35,1,0,"CO",0,0,5.05,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,2,2,0,0,0,,1,6,"Primary",1,0,0,1,0,0,0,0,0
35825,106049,1,1,6/23/2012,0,6,1,0,1010315,1,,106,,,,,3,0.186246755876544,0.224,1.22,0.224,4.35,1,0,"CO",0,0,3.17,0,1,-996,1,0,0,0,0,0,1,1,0,0,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,3,3,0,0,0,,1,2,"Primary",1,0,0,1,-996,0,0,0,0
35826,106049,1,1,6/25/2012,0,6,3,0,1010315,1,,106,,,,,3,0.186246755876544,0.224,1.22,0.224,4.35,1,0,"CO",0,0,10.89,0,1,-996,1,0,0,0,0,0,1,1,0,0,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,6,4,0,0,2,,1,2,"Primary",1,0,0,1,-996,0,0,0,0
35828,106049,1,1,6/27/2012,0,6,5,0,,3,,313,,,,,-996,,,,,,0,0,".V",1,0,0,0,0,-996,0,0,0,0,0,,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,0,3,1,0,2,0,,5,1,"Primary",1,0,1,,-996,0,0,0,0
35829,106049,1,1,6/28/2012,0,6,6,0,,3,,313,,,,,-996,,,,,,0,0,".V",1,0,0,0,0,-996,0,0,0,0,0,,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,0,3,1,0,2,0,,5,1,"Primary",1,0,1,3,-996,0,0,0,0
27180,106052,1,1,8/12/2012,0,8,2,0,,1,,121,,,,,9,,,,,,0,0,".V",0,1,10.83,0,,1,0,,,,,,,,,,,,-996,-996,,-996,,-996,,-996,-996,,4,,,,,,,3,5,"Primary",1,0,0,3,0,0,0,0,0
17397,106055,1,1,6/30/2012,0,6,1,0,1174440,1,,103,,,,,4,0.983714698870615,1.076,3.55,1.076,20.42,1,1,"CS",0,0,13.08,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,4,4,0,0,0,,1,6,"Primary",1,0,0,1,0,0,0,0,0
17415,106055,1,1,7/1/2012,0,6,2,0,1174440,1,,103,,,,,4,0.983714698870615,1.076,3.55,1.076,20.42,1,1,"CS",0,0,15.24,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,4,4,0,0,0,,1,6,"Primary",1,0,0,1,0,0,0,0,1
17417,106055,1,1,7/1/2012,0,6,2,0,1008317,1,,102,,,,,3,1.0353961296704,1.125,3.62,-996,-996,1,0,"CO",0,0,2.36,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,2,0,0,0,2,,1,6,"Primary",1,0,0,1,0,0,0,0,1
17418,106055,1,1,7/2/2012,0,6,3,0,1174440,1,,103,,,,,4,0.983714698870615,1.076,3.55,1.076,20.42,1,1,"CS",0,0,12.97,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,2,2,0,0,0,,1,6,"Primary",1,0,0,,0,0,0,0,1
17420,106055,1,1,7/2/2012,0,6,3,0,1008317,1,,102,,,,,2,1.0353961296704,1.125,3.62,-996,-996,1,0,"CO",0,0,9.26,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,2,1,0,0,1,,1,6,"Primary",1,0,1,,0,0,0,0,1
18143,106055,1,1,7/5/2012,0,6,6,0,1048459,1,,121,,,,,4,0.455215741635318,1.348,3.4,1.348,25.88,1,0,"SS",0,1,17.75,0,,1,1,,0,,0,0,1,1,0,0,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,6,4,4,0,0,0,,1,6,"Primary",1,0,0,1,0,0,0,0,0
20489,106071,1,1,7/17/2012,0,7,1,0,1072806,1,,102,,,,,3,1.64179099407533,2.064,6.58,-996,-996,1,0,"CO",0,0,23.22,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,8,6,2,0,0,,1,6,"Primary",1,0,0,1,0,0,0,0,0
20490,106071,1,1,7/17/2012,0,7,1,0,1073376,1,,121,,,,,3,2.36859240252518,3.446,7.4,-996,-996,1,0,"SS",0,0,34.56,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,12,12,0,0,0,,1,6,"Primary",1,0,0,1,0,0,0,0,0
20491,106071,1,1,7/18/2012,0,7,2,0,1073376,1,,121,,,,,3,2.36859240252518,3.446,7.4,-996,-996,1,0,"SS",0,0,37.29,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,12,11,0,0,1,,1,6,"Primary",1,0,0,1,0,0,0,0,0
20492,106071,2,1,7/17/2012,0,7,1,0,1172171,1,,123,,,,,3,3.15862710969445,4.231,10.3,-996,-996,1,0,"SS",0,0,54.14,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,8,8,0,0,0,,1,6,"Adult",2,0,0,1,0,0,0,0,0
21287,106071,1,1,7/19/2012,0,7,3,0,3000098,1,,115,,,,,0,2.62108530814497,3.689,8.6,-996,-996,0,0,".V",0,0,10.89,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,1,1,0,0,0,,1,6,"Primary",1,0,1,1,0,0,0,0,0
21288,106071,1,1,7/18/2012,0,7,2,0,3000097,2,,201,,,,,2,1.20272111084545,1.822,6.97,-996,-996,0,0,".V",0,0,6.57,0,0,0,0,1,,0,,,1,1,0,0,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,2,0,0,2,0,,2,5,"Primary",1,0,0,3,0,0,0,0,0
21797,106071,1,1,7/21/2012,0,7,5,0,,3,,322,,,,,9,,,,,,0,0,".V",0,0,9.13,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,2,2,0,0,0,,1,6,"Primary",1,0,0,1,0,0,0,0,0
21798,106071,1,1,7/23/2012,0,7,7,0,1103690,1,,121,,,,,3,1.30973242735534,1.864,5.83,-996,-996,1,0,"SS",0,0,16.88,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,7,4,3,0,0,,1,6,"Primary",1,0,0,1,0,0,0,0,0
24919,106095,1,1,8/2/2012,0,8,1,0,1126311,1,,122,,,,,2,1.73155177100203,2.277,6.83,-996,-996,1,0,"SM",0,0,,0,0,0,0,0,,0,,,1,1,0,0,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,6,0,0,6,0,,2,5,"Primary",1,0,0,,0,0,0,0,0
38868,106095,1,1,8/3/2012,0,8,2,0,1126311,1,,122,,,,,2,1.73155177100203,2.277,6.83,-996,-996,1,0,"SM",0,0,39.4,0,,-996,1,,0,,0,0,1,1,0,0,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,17,0,0,17,0,,1,2,"Primary",1,0,0,,-996,0,0,0,1
38869,106095,1,1,8/5/2012,0,8,4,0,1112185,1,,122,,,,,1,0.429196876002975,0.663,2.88,0.663,12.75,1,0,"SM",,0,,0,0,,0,,,,,,,,,,,,-996,-996,,-996,,-996,,-996,-996,,0,,,,,,,3,3,"Primary",1,0,0,,,0,0,0,1
38870,106095,1,1,8/6/2012,0,8,5,0,1126311,1,,122,,,,,3,1.73155177100203,2.277,6.83,-996,-996,1,0,"SM",0,0,39.4,0,1,-996,1,0,0,0,0,0,1,1,0,0,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,2,0,0,0,2,,1,2,"Primary",1,0,0,,-996,0,0,0,0
38871,106095,1,1,8/8/2012,0,8,7,0,1092375,1,,106,,,,,3,3.52747541186108,4.492,10.3,-996,-996,1,0,"CO",0,0,8.8,0,1,-996,0,0,,0,,,1,0,0,0,0,1,8.8,0,0,-996,0,-996,0,-996,-996,0,0,9,0,0,9,0,,2,1,"Primary",1,0,0,3,-996,0,0,0,0
43774,106095,1,1,8/3/2012,0,8,2,0,1074550,1,,106,,,,,3,0.394643627731769,0.8,3.12,0.721,13.57,1,0,"CO",0,0,19.71,0,,-996,0,,,,,,1,1,0,0,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,8,,,,,,,3,1,"Primary",1,0,0,,-996,0,0,0,1
43775,106095,1,1,8/5/2012,0,8,4,0,1112894,1,,122,,,,,3,1.52785164073507,2.382,6.52,-996,-996,1,0,"SM",0,0,36.38,0,1,-996,1,,0,,0,0,1,1,0,0,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,6,13,0,0,0,13,,1,2,"Primary",1,0,0,,-996,0,0,0,1
56120,106097,1,1,11/26/2012,0,11,2,0,1127454,1,,122,,,,,3,0.12366808014177,0.176,1.23,0.176,3.48,1,0,"SM",0,0,18.66,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,9,7,0,0,2,,1,6,"Primary",1,0,0,2,0,0,0,0,0
46364,106098,1,1,10/18/2012,0,10,2,0,1065749,1,,122,,,,,3,0.115838895443821,0.167,1.72,0.167,3.17,1,0,"SM",0,0,10.11,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,8,6,0,1,1,,1,6,"Primary",1,0,0,1,0,0,0,0,0
47040,106098,1,1,10/20/2012,0,10,4,0,,1,,107,0,0,1,0,9,,,,,,0,0,".V",0,0,5.5,0,0,0,0,0,,0,,,1,1,0,0,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,4,0,0,4,0,,2,5,"Primary",1,0,0,3,0,0,0,0,0
47722,106098,1,1,10/23/2012,0,10,7,0,1033672,1,,121,,,,,3,0.758346759434991,0.832,3.6,0.832,16.07,1,0,"SS",0,0,37.93,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,16,12,0,1,3,,1,6,"Primary",1,0,0,1,0,0,0,0,0
47725,106098,1,1,10/23/2012,0,10,7,0,1065749,1,,122,,,,,3,0.115838895443821,0.167,1.72,0.167,3.17,1,0,"SM",0,1,6.77,0,,1,1,,0,,0,0,1,1,0,0,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,6,4,3,0,0,1,,1,6,"Primary",1,0,0,1,0,0,0,0,0
31737,106101,1,1,8/21/2012,0,8,3,0,1170798,1,,121,,,,,3,1.09455870037312,1.221,6.05,-996,-996,1,0,"SS",0,0,2.82,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,3,2,1,0,0,,1,6,"Primary",1,0,0,1,0,0,0,0,0
31738,106101,1,1,8/22/2012,0,8,4,0,1170798,1,,121,,,,,3,1.09455870037312,1.221,6.05,-996,-996,1,0,"SS",0,0,2,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,2,2,0,0,0,,1,6,"Primary",1,0,0,1,0,0,0,0,0
31739,106101,1,1,8/24/2012,0,8,6,0,,3,,325,,,,,-996,,,,,,0,0,".V",,0,,0,,0,0,,,,,,,,,,,,-996,-996,,-996,,-996,,-996,-996,,0,6,6,0,0,0,,2,3,"Primary",1,0,0,,0,0,1,0,0
10776,106102,1,1,5/23/2012,0,5,2,0,1016724,1,,122,,,,,3,3.49563670386962,4.267,9.3,-996,-996,1,0,"SM",0,0,19.75,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,7,6,0,0,1,,1,6,"Primary",1,0,0,1,0,0,0,0,0
10777,106102,1,1,5/24/2012,0,5,3,0,1016724,1,,122,,,,,3,3.49563670386962,4.267,9.3,-996,-996,1,0,"SM",0,0,5.47,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,3,3,0,0,0,,1,6,"Primary",1,0,0,1,0,0,0,0,0
10779,106102,1,1,5/26/2012,0,5,5,0,1004671,1,,122,,,,,3,4.84533444365887,5.817,11.77,-996,-996,1,0,"SM",0,0,49.54,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,28,24,0,0,4,,1,6,"Primary",1,0,0,1,0,0,0,0,0
11058,106102,1,1,5/28/2012,0,5,7,0,1016724,1,,122,,,,,3,3.49563670386962,4.267,9.3,-996,-996,1,0,"SM",0,0,6.78,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,2,2,0,0,0,,1,6,"Primary",1,0,0,1,0,0,0,0,0
50055,106110,1,1,10/29/2012,0,10,3,0,1151007,1,,122,,,,,3,30.3659852171109,37.306,42,-996,-996,1,0,"SM",0,0,27.32,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,15,13,0,0,2,,1,6,"Primary",1,0,0,1,0,0,0,0,0
65643,106110,1,1,10/30/2012,0,10,4,0,1107547,1,,121,,,,,3,4.93604641727826,6.86,13.68,-996,-996,1,0,"SS",0,0,1.07,0,1,-996,1,0,0,0,0,0,1,1,0,0,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,1,1,0,0,0,,1,2,"Primary",1,0,0,1,-996,0,0,0,0
32099,106117,1,1,8/24/2012,0,8,4,0,1017721,1,,122,,,,,3,1.01943509415289,1.424,2.78,-996,-996,1,0,"SM",0,0,24.13,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,15,0,0,11,4,,1,6,"Primary",1,0,0,2,0,0,0,0,0
52092,106117,1,1,8/27/2012,0,8,7,0,1088198,1,,119,,,,,3,0.790034801860363,1.05,3.55,1.05,20.92,1,0,"CO",0,0,1.06,0,1,-996,0,0,,0,,,1,1,0,0,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,,,,,,,3,1,"Primary",1,0,0,,-996,0,0,0,0
25188,106118,1,1,8/4/2012,0,8,1,0,1075602,1,,102,,,,,3,3.21145539373446,3.879,6.68,-996,-996,1,0,"CO",0,0,46.7,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,17,14,1,0,2,,1,6,"Primary",1,0,0,2,0,0,0,0,0
39330,106124,1,1,9/20/2012,0,9,1,0,1078804,1,,121,,,,,3,3.3158153518829,3.491,10,-996,-996,1,0,"SS",0,0,17.15,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,4,0,0,3,1,,1,6,"Primary",1,0,0,1,0,0,0,0,0
39778,106124,1,1,9/23/2012,0,9,4,0,1073311,1,,122,,,,,3,2.37436027497634,2.62,7.85,-996,-996,1,0,"SM",0,0,37.06,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,5,0,0,5,0,,1,6,"Primary",1,0,0,1,0,0,0,0,0
52516,106135,1,1,11/15/2012,0,11,2,0,1005267,1,,121,,,,,3,9.22384007157256,12.826,24.73,-996,-996,1,0,"SS",0,0,57.82,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,57.82,0,0,-996,0,-996,0,-996,-996,0,0,21,19,0,0,2,,1,6,"Primary",1,0,0,1,1,0,0,0,0
53397,106135,2,1,11/16/2012,0,11,3,0,1005267,1,,121,,,,,3,9.22384007157256,12.826,24.73,-996,-996,1,0,"SS",0,0,3.96,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,3.96,0,0,-996,0,-996,0,-996,-996,0,0,2,2,0,0,0,,1,6,"Primary",1,0,0,,0,0,0,0,0
53400,106135,1,1,11/18/2012,0,11,5,0,1150442,1,,122,,,,,4,8.43592369821813,11.833,23.97,-996,-996,1,0,"SM",0,0,43.08,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,43.08,0,0,-996,0,-996,0,-996,-996,0,0,25,23,0,1,1,,1,6,"Primary",1,0,0,2,0,0,0,0,0
43542,106136,1,1,8/5/2012,0,8,2,0,1033652,1,,106,,,,,3,2.29720270262358,3.424,9.73,-996,-996,1,0,"CO",0,0,28.9,0,1,-996,1,0,0,0,0,0,1,1,0,0,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,16,0,0,0,16,,1,2,"Primary",1,0,0,3,-996,0,0,0,0
43543,106136,1,1,8/6/2012,0,8,3,0,1073497,1,,106,,,,,3,2.26793590540658,4.142,9.15,-996,-996,1,0,"CO",0,0,4,0,1,-996,1,0,0,0,0,0,1,1,0,0,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,4,0,0,0,4,,1,2,"Primary",1,0,0,,-996,0,0,0,0
52160,106138,2,1,5/29/2012,0,5,1,0,1139470,1,,122,,,,,4,1.89565307237713,3,8.8,-996,-996,1,0,"SM",0,0,37.03,0,1,-996,1,1,0,1,1,0,1,1,0,0,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,6,0,0,0,6,,1,2,"Adult",2,0,0,,-996,0,0,0,0
52161,106138,2,1,5/30/2012,0,5,2,0,1139470,1,,122,,,,,4,1.89565307237713,3,8.8,-996,-996,1,0,"SM",0,0,20.03,0,1,-996,1,1,0,1,1,0,1,1,0,0,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,2,0,0,0,2,,1,2,"Adult",2,0,0,,-996,0,0,0,0
52164,106138,2,1,6/1/2012,0,5,4,0,1139470,1,,122,,,,,4,1.89565307237713,3,8.8,-996,-996,1,0,"SM",0,0,8.33,0,1,-996,1,1,1,1,0,0,1,1,0,0,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,4,0,0,0,4,,1,2,"Adult",2,0,0,,-996,0,0,0,0
52166,106138,3,1,6/4/2012,0,5,7,0,1088075,1,,121,,,,,4,10.0186779181698,12.478,17.52,-996,-996,1,0,"SS",0,0,13.88,0,1,-996,1,0,0,0,0,0,1,1,0,0,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,7,0,0,0,7,,1,2,"Adult",3,0,0,,-996,0,0,0,0
52168,106138,3,1,6/4/2012,0,5,7,0,1088075,1,,121,,,,,2,10.0186779181698,12.478,17.52,-996,-996,1,0,"SS",0,0,2.55,0,1,-996,1,0,0,0,0,0,1,1,0,0,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,5,0,0,0,5,,1,2,"Adult",3,0,0,,-996,0,0,0,0
52169,106138,2,1,6/2/2012,0,5,5,0,1139470,1,,122,,,,,4,1.89565307237713,3,8.8,-996,-996,1,0,"SM",0,0,5,0,1,-996,1,0,0,0,0,0,1,0,0,0,0,0,-996,-996,0,-996,0,-996,1,5,0,0,0,1,0,0,0,1,,1,2,"Adult",2,0,0,,-996,0,0,0,0
52171,106138,2,1,6/2/2012,0,5,5,0,1139470,1,,122,,,,,4,1.89565307237713,3,8.8,-996,-996,1,0,"SM",0,0,28.94,0,1,-996,1,0,0,1,0,0,1,0,0,0,0,0,-996,-996,0,-996,0,-996,1,28.94,0,0,0,11,0,0,0,11,,1,2,"Adult",2,0,0,,-996,0,0,0,0
52172,106138,2,1,6/3/2012,0,5,6,0,1025323,1,,121,,,,,3,0.820047093729015,1.408,4.72,1.402,27.87,1,0,"SS",0,0,28.36,0,1,-996,1,0,0,0,0,0,1,1,0,0,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,1,0,0,0,1,,1,2,"Adult",2,0,0,,-996,0,0,0,0
8827,106140,1,1,5/17/2012,0,5,2,1,1062647,1,,121,,,,,3,1.93244362256207,2.361,6.45,-996,-996,1,0,"SS",0,0,61.89,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,29,16,8,0,5,,1,6,"Primary",1,1,0,2,0,0,0,0,0
9388,106140,2,1,5/19/2012,0,5,4,1,1062647,1,,121,,,,,3,1.93244362256207,2.361,6.45,-996,-996,1,0,"SS",0,0,15.82,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,1,1,0,0,0,,1,6,"Adult",2,1,0,1,0,0,0,0,0
9969,106140,1,1,5/22/2012,0,5,7,1,1015685,1,,121,,,,,3,5.7442419740829,9.079,13.12,-996,-996,1,0,"SS",0,0,44.89,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,13,8,2,0,3,,1,6,"Primary",1,1,0,1,0,0,0,0,0
9977,106140,2,1,5/19/2012,0,5,4,1,1062647,1,,121,,,,,3,1.93244362256207,2.361,6.45,-996,-996,1,0,"SS",0,0,12.79,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,2,2,0,0,0,,1,6,"Adult",2,1,0,1,0,0,0,0,0
17557,106145,1,1,7/1/2012,0,7,1,0,1003865,1,,122,0,0,0,1,3,0.341541219971203,0.569,2.88,0.569,11.1,1,0,"SM",0,0,12.28,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,6,6,0,0,0,,1,6,"Primary",1,0,0,,0,0,0,0,0
18076,106145,1,1,7/3/2012,0,7,3,0,1003865,1,,122,0,0,0,1,3,0.341541219971203,0.569,2.88,0.569,11.1,1,0,"SM",0,0,34.59,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,6,1,0,0,5,,1,6,"Primary",1,0,0,2,0,0,0,0,0
18312,106145,1,1,7/6/2012,0,7,6,0,1003865,1,,122,0,0,0,1,3,0.341541219971203,0.569,2.88,0.569,11.1,1,0,"SM",0,0,71.71,0,,1,1,,0,,0,0,1,0,1,0,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,14,6,0,0,8,,1,6,"Primary",1,0,0,2,0,0,0,0,0
35853,106145,1,1,7/3/2012,0,7,3,0,1152138,1,,121,,,,,4,1.56494530890766,2.328,6.78,-996,-996,1,0,"SS",0,0,31.25,0,1,-996,1,0,0,0,0,0,1,1,0,0,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,6,6,0,0,0,,1,2,"Primary",1,0,0,1,-996,0,0,0,0
35855,106145,3,1,7/4/2012,0,7,4,0,1003865,1,,122,0,0,0,1,3,0.341541219971203,0.569,2.88,0.569,11.1,1,0,"SM",0,0,11.71,0,1,-996,0,0,,0,,,1,1,0,0,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,,,,,,,3,1,"Adult",3,0,0,1,-996,0,0,0,0
35856,106145,2,1,7/4/2012,0,7,4,0,1003865,1,,122,0,0,0,1,3,0.341541219971203,0.569,2.88,0.569,11.1,1,0,"SM",0,0,13.68,0,1,-996,0,0,,0,,,1,1,0,0,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,2,2,0,0,0,,2,1,"Adult",2,0,0,1,-996,0,1,0,0
71240,106145,1,1,7/4/2012,0,7,4,0,1003865,1,,122,0,0,0,1,3,0.341541219971203,0.569,2.88,0.569,11.1,1,0,"SM",0,0,6.32,0,,-996,1,,0,,0,0,1,1,0,0,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,4,4,0,0,0,,1,2,"Primary",1,0,0,,-996,0,0,0,0
71241,106145,1,1,7/4/2012,0,7,4,0,1003865,1,,122,0,0,0,1,3,0.341541219971203,0.569,2.88,0.569,11.1,1,0,"SM",0,0,8.29,0,,-996,1,,0,,0,0,1,1,0,0,0,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,3,3,0,0,0,,1,2,"Primary",1,0,0,,-996,0,0,0,0
13853,106147,1,1,6/7/2012,0,6,2,0,1101438,1,,122,0,0,1,0,3,2.70785551401713,4.099,7.42,-996,-996,1,0,"SM",0,0,32.46,0,1,1,0,1,,1,,,1,0,0,0,1,0,-996,-996,0,-996,0,-996,0,-996,-996,0,0,7,7,0,0,0,,2,5,"Primary",1,0,0,1,0,0,1,0,0
