"hhnum","infousa_flag","snap1","snap2","snap3","snap4","snap5","snap6","snap7","snap8","ss1","ss2","ss3","ss4","ss5","ss6","ss7","ss8","sm1","sm2","sm3","sm4","sm5","sm6","sm7","sm8","co1","co2","co3","co4","co5","co6","co7","co8","cs1","cs2","cs3","cs4","cs5","cs6","cs7","cs8","mlg1","mlg2","mlg3","mlg4","mlg5","mlg6","mlg7","mlg8","dist_ss","dist_sm","dist_co","dist_cs","dist_mlg","dist_walmart","nearsnap_placeid","nearsnap_stype","nearsnap_dist","nearsmss_placeid","nearsmss_stype","nearsmss_dist","ff1","ff2","ff3","ff4","ff5","ff6","ff7","ff8","nonff1","nonff2","nonff3","nonff4","nonff5","nonff6","nonff7","nonff8","nearff_sic1","nearff_sic2","nearff_dist","nearnonff_sic1","nearnonff_sic2","nearnonff_dist","nearmcd_sic1","nearmcd_sic2","nearmcd_dist"
100012,1,0,4,9,16,19,22,37,188,0,0,1,2,2,2,3,13,0,1,1,1,1,1,1,14,0,1,5,5,7,8,14,67,0,0,0,4,5,7,12,62,0,2,2,3,3,3,6,11,0.9,0.33,0.34,1.03,0.33,0.9,1017721,"SM",0.33,1017721,"SM",0.33,0,1,10,11,12,12,14,77,0,4,15,21,26,26,36,222,581208,581206,0.3,581208,581208,0.3,581208,581206,0.527480057106124
100015,1,1,6,18,43,52,80,118,512,0,0,1,2,2,3,5,21,0,0,0,3,5,6,9,41,0,1,4,12,14,20,27,141,0,3,10,15,17,30,43,182,0,0,0,3,3,7,10,36,0.94,1.05,0.32,0.26,1.16,1.7,,"ME",0.19,1160329,"SS",0.94,1,1,2,15,16,22,28,39,2,4,16,35,43,60,75,113,581208,581206,0.21,581208,581208,0.2,581208,581206,1.54610267112284
100024,1,0,0,2,10,67,275,327,382,0,0,1,4,18,66,80,89,0,0,0,0,1,8,10,12,0,0,0,2,20,83,98,116,0,0,0,2,14,63,77,93,0,0,0,0,0,9,10,15,0.92,4.77,1.16,1.72,5.46,3.56,,"BB",0.9,1102197,"SS",0.92,0,0,7,18,30,69,75,95,0,3,15,30,62,142,149,220,581208,581206,0.85,581208,581208,0.37,581208,581206,0.846445501643462
100026,1,0,0,0,2,3,20,69,408,0,0,0,0,0,1,3,32,0,0,0,0,0,0,7,35,0,0,0,1,1,5,22,125,0,0,0,0,0,10,29,169,0,0,0,1,2,3,5,14,8.05,12.3,1.84,7.2,1.72,11.12,1135126,"LG",1.72,,"SS",8.05,0,0,0,0,0,0,21,49,0,0,0,2,2,4,37,98,581208,581206,10.93,581224,581224,1.7,581208,581206,11.9870266696715
100028,1,0,1,12,40,64,90,125,294,0,0,0,0,4,5,6,22,0,0,0,3,5,7,11,21,0,0,0,7,16,23,31,79,0,1,7,19,27,39,54,112,0,0,1,1,1,3,6,18,2.96,1.17,1,0.41,0.54,4.17,1116418,"CS",0.41,1104922,"SM",1.17,0,0,4,12,37,44,52,53,0,2,25,82,151,207,239,250,541103,581208,0.86,581208,581208,0.46,581208,581206,1.44114224365774
100031,1,1,10,25,93,506,786,909,1067,0,0,0,2,19,33,43,47,0,1,2,2,23,49,60,79,0,5,8,27,103,189,224,278,1,4,12,47,260,378,429,486,0,0,2,4,27,40,44,51,1.02,0.44,0.29,0.12,0.69,1.86,1169768,"CS",0.12,1016539,"SM",0.44,2,6,8,15,144,279,320,345,6,25,40,142,708,1276,1431,1580,581208,581206,0.17,581208,581208,0.18,581208,581206,0.456220454888743
100040,1,0,3,8,48,120,287,585,1623,0,0,0,1,6,14,25,69,0,0,0,3,12,39,80,191,0,0,2,13,32,69,167,466,0,3,6,24,52,132,252,707,0,0,0,3,5,14,24,73,1.5,1.23,0.5,0.33,1.01,1.5,,"CS",0.33,1006129,"SM",1.23,0,0,0,19,69,151,196,196,0,1,6,43,215,471,606,608,581208,581206,1.03,581212,581212,0.35,581208,581206,1.69398125757782
100049,1,2,2,7,17,85,96,99,108,0,0,1,2,15,17,17,17,0,0,0,0,1,1,1,1,1,1,2,2,18,21,21,21,1,1,3,10,27,31,34,37,0,0,0,1,4,4,4,8,0.57,3.92,0.23,0.17,1.76,3.44,1103340,"CS",0.17,1005837,"SS",0.57,4,8,9,17,71,89,89,90,5,7,12,48,185,219,220,231,581208,581206,0.06,581208,581208,0.06,581208,581206,0.120682622889952
100053,1,0,0,7,20,63,153,212,405,0,0,0,0,3,6,10,14,0,0,1,4,10,27,36,56,0,0,3,8,27,62,84,155,0,0,1,5,16,38,58,126,0,0,0,0,0,0,0,5,2.03,0.69,0.65,0.97,20.2,2.03,1007224,"CO",0.65,1101438,"SM",0.69,0,0,7,15,52,122,155,212,0,0,22,47,216,491,650,927,581222,581206,0.64,581208,581208,0.63,581208,581206,1.70924265806045
100054,2,0,2,7,29,90,217,554,2427,0,0,1,4,12,34,71,270,0,1,2,9,30,72,127,368,0,1,2,7,26,60,131,506,0,0,1,5,16,32,151,930,0,0,1,4,6,14,48,180,0.95,0.4,0.42,0.5,0.97,3.75,1165511,"SM",0.4,1165511,"SM",0.4,0,4,12,47,158,339,649,1057,2,17,62,184,507,1290,2520,4238,581208,581208,0.32,581228,581228,0.17,581208,581206,0.816661788645919
100055,1,0,0,0,0,5,23,53,371,0,0,0,0,0,1,2,24,0,0,0,0,1,4,7,28,0,0,0,0,1,5,10,109,0,0,0,0,3,10,25,148,0,0,0,0,0,1,1,16,8.03,2.59,2.51,2.61,5.66,8.03,1040807,"CO",2.51,1030941,"SM",2.59,0,0,0,0,0,8,15,28,0,0,0,0,1,11,32,72,581208,581206,9.01,546102,581212,3.29,581208,581206,9.99285856711727
100059,2,1,1,10,57,324,779,1306,5117,0,0,0,9,34,82,127,352,0,0,2,2,33,79,161,416,0,0,3,9,52,122,226,740,1,1,5,27,148,342,473,2209,0,0,0,2,22,68,130,524,1.01,0.68,0.7,0.16,1.58,2.61,1158210,"CS",0.16,1008589,"SM",0.68,1,1,11,53,237,369,520,1168,0,0,16,113,698,1514,2934,7147,581208,581206,0.23,581208,581208,0.69,581208,581206,0.951759567032912
100060,1,0,5,7,30,136,194,221,493,0,1,1,5,14,22,25,47,0,0,0,0,6,9,11,18,0,2,2,8,32,47,56,120,0,1,2,10,62,87,95,239,0,1,1,2,7,8,9,25,0.41,2.2,0.33,0.38,0.41,3.48,1174467,"CO",0.33,1072696,"SS",0.41,0,2,7,30,91,119,122,137,0,7,17,74,299,378,412,473,581208,581206,0.29,581208,581208,0.29,581208,581206,0.821095860901458
100061,1,2,2,9,23,118,153,160,217,0,0,0,0,5,6,7,10,0,0,1,1,6,8,8,9,1,1,3,7,30,43,44,60,1,1,5,13,72,89,94,127,0,0,0,0,1,2,2,4,2.8,0.55,0.25,0.23,4.73,3.09,,"CS",0.23,1114620,"SM",0.55,0,0,18,25,97,122,125,131,0,4,21,71,238,315,337,364,581208,581206,0.55,581203,581203,0.32,581208,581206,0.787591224921659
100067,1,0,0,2,7,54,90,102,169,0,0,0,1,1,6,6,13,0,0,0,2,5,8,9,15,0,0,1,3,16,28,30,49,0,0,1,1,26,36,43,69,0,0,0,0,4,4,5,10,1.05,1.17,0.98,0.94,3.07,1.05,1066135,"CS",0.94,1024659,"SS",1.05,0,0,1,6,29,56,56,56,0,0,2,17,96,169,175,175,581208,581206,0.97,581203,581203,0.96,581208,581206,1.29859762123598
100069,1,0,0,5,21,159,281,311,438,0,0,0,0,14,27,29,43,0,0,0,3,17,27,29,36,0,0,0,2,28,52,57,87,0,0,4,11,74,123,139,191,0,0,0,0,5,10,11,13,2.14,1.5,1.48,0.62,2.39,2.28,,"CS",0.62,1051321,"SM",1.5,0,0,0,7,103,185,210,221,0,1,3,22,313,662,720,763,581208,581206,1.51,581208,581208,0.47,581208,581206,2.36867213713789
100073,1,0,0,0,0,1,3,19,148,0,0,0,0,0,0,1,7,0,0,0,0,0,0,1,7,0,0,0,0,0,0,6,36,0,0,0,0,1,3,9,58,0,0,0,0,0,0,0,13,10.88,13.7,10.71,4.03,18,28.96,1070811,"CS",4.03,1049502,"SS",10.88,0,0,0,0,0,0,5,30,0,0,0,0,1,2,24,146,581208,581206,10.84,581208,581208,4.18,581208,581206,10.8367931293393
100074,1,1,7,24,46,67,90,127,281,0,0,0,0,4,5,6,21,0,0,2,4,5,7,11,20,1,1,1,11,16,22,32,76,0,4,13,20,29,40,53,105,0,0,1,1,1,3,6,18,2.31,0.66,0.08,0.29,0.75,3.57,,"CO",0.08,1104922,"SM",0.66,0,2,3,18,39,45,52,53,1,14,37,104,156,210,244,250,581222,581206,0.36,581208,581208,0.04,581208,581206,1.82244115615142
100076,1,0,0,6,32,92,96,99,108,0,0,0,2,16,17,17,17,0,0,0,0,1,1,1,1,0,0,2,5,20,21,21,21,0,0,1,15,29,31,34,37,0,0,2,4,4,4,4,8,1.01,3.39,0.6,0.68,0.63,2.67,,"CO",0.6,1030291,"SS",1.01,0,0,2,31,88,89,89,90,0,1,12,90,210,219,222,231,581222,581206,0.53,581223,581223,0.35,581208,581206,1.41876430122401
100083,1,0,0,0,0,38,159,254,1130,0,0,0,0,2,20,36,117,0,0,0,0,3,15,22,81,0,0,0,0,12,50,86,322,0,0,0,0,13,57,77,380,0,0,0,0,4,9,15,64,3.32,2.36,2.44,2.13,3.12,4.8,1168534,"CS",2.13,1090387,"SM",2.36,0,0,0,0,19,99,130,130,0,0,0,0,54,226,333,337,581208,581206,3.12,581212,581212,3,581208,581206,3.96830005033433
100088,1,0,3,11,29,88,96,99,107,0,0,2,4,17,17,17,17,0,0,0,0,1,1,1,1,0,0,2,7,19,21,21,21,0,1,4,11,27,31,34,37,0,0,0,0,4,4,4,8,0.59,2.01,0.53,0.43,2.4,3.1,1135825,"CS",0.43,1103690,"SS",0.59,0,4,18,29,87,89,89,90,0,7,29,59,210,218,222,231,581222,581208,0.45,581212,581212,0.34,581208,581206,0.496231770298348
100093,2,1,1,12,57,350,778,1329,5131,0,0,1,7,34,81,129,353,0,0,2,3,33,80,162,417,0,0,3,9,53,122,230,739,1,1,6,30,160,341,480,2215,0,0,0,2,29,68,133,526,0.88,0.61,0.62,0.14,1.82,2.41,1158210,"CS",0.14,1043085,"SM",0.61,1,1,10,45,248,370,528,1168,0,0,16,101,731,1514,2975,7148,581208,581206,0.13,581208,581208,0.59,581208,581206,0.734253253136117
100095,1,0,3,6,10,83,629,1645,4246,0,0,0,0,10,68,139,279,0,1,1,1,6,46,91,205,0,2,3,4,30,160,392,903,0,0,2,4,28,275,856,2332,0,0,0,1,6,36,68,208,2.03,0.3,0.26,0.61,1.2,4.16,,"CO",0.26,1135321,"SM",0.3,0,0,2,8,79,257,436,552,0,3,10,35,340,1061,1781,2236,581208,581206,0.8,581208,581208,0.26,581208,581206,1.0972634218475
100104,2,0,2,6,33,233,618,1102,4595,0,0,0,3,32,87,138,398,0,0,1,8,39,97,177,463,0,0,1,6,48,127,240,767,0,2,4,15,81,221,408,2034,0,0,0,0,19,46,74,395,1.51,0.9,0.82,0.29,2.02,4.24,1078981,"CS",0.29,1090340,"SM",0.9,0,4,12,69,264,685,1009,1057,9,41,109,292,1164,2922,4069,4238,581208,581206,0.29,581208,581208,0.07,581208,581206,0.372280941945223
100106,1,0,0,2,8,19,63,274,660,0,0,0,0,1,4,13,38,0,0,0,1,2,10,42,117,0,0,2,4,7,21,89,219,0,0,0,2,8,24,97,206,0,0,0,0,0,0,2,18,2.13,1.09,0.85,1.18,11.08,2.13,,"CO",0.85,1139470,"SM",1.09,0,0,7,8,12,21,45,63,0,0,5,18,31,83,236,277,581208,581206,0.87,581208,581208,0.87,581208,581206,0.865176293466408
100107,1,0,3,16,41,64,89,125,292,0,0,0,0,4,5,6,22,0,0,0,3,5,7,11,20,0,0,1,8,16,22,31,79,0,2,8,19,27,39,54,111,0,1,1,1,1,3,6,18,2.9,1.08,0.9,0.28,0.42,4.13,1116418,"CS",0.28,1104922,"SM",1.08,0,0,4,13,37,45,52,53,0,3,29,84,152,207,239,250,541103,581208,0.74,581208,581208,0.33,581208,581206,1.43016526810155
100110,1,0,0,0,1,12,18,51,293,0,0,0,0,0,0,2,18,0,0,0,0,2,2,5,27,0,0,0,0,3,4,14,74,0,0,0,1,5,9,22,122,0,0,0,0,1,2,4,18,10.94,2.35,2.39,1.94,3.44,18.22,,"CS",1.94,,"SM",2.35,0,0,0,0,3,3,3,52,0,0,0,0,15,23,43,246,581208,581206,2.35,581208,581208,2.06,581208,581206,15.2500716938201
100114,1,1,2,8,35,62,90,123,275,0,0,0,0,1,5,6,20,0,0,1,2,6,7,10,20,0,1,3,8,16,22,31,74,1,1,4,16,27,40,55,106,0,0,0,1,1,3,6,16,4.02,0.94,0.38,0.24,1.48,5.27,1009270,"CS",0.24,1014658,"SM",0.94,1,4,7,12,33,44,51,53,0,7,21,55,149,208,234,250,581208,581206,0.24,581208,581208,0.28,581208,581206,0.241668302666473
100128,1,0,0,0,7,16,18,45,206,0,0,0,0,2,2,5,18,0,0,0,1,1,1,3,17,0,0,0,3,6,6,16,70,0,0,0,2,5,7,14,65,0,0,0,1,1,1,5,13,2.16,2,1.91,1.34,1.94,2.16,,"CS",1.34,1065749,"SM",2,0,0,0,3,10,10,10,22,0,0,0,0,14,19,22,57,581222,581206,1.62,581208,581208,2.02,581208,581206,2.02507101848467
100132,1,10,47,114,310,1270,7980,12656,15123,0,2,4,13,71,337,578,885,0,0,2,8,75,370,587,807,1,4,13,29,274,982,1543,2059,5,14,25,64,205,1454,2357,2894,0,1,9,32,142,1341,2243,2571,0.25,0.6,0.07,0.06,0.4,2.97,,"SG",0.03,,"SS",0.25,1,7,14,67,153,180,180,180,6,45,119,575,1308,1521,1521,1521,546105,581208,0.09,581222,581208,0.03,581208,581206,0.434469064359485
100135,1,0,0,0,0,9,23,45,197,0,0,0,0,1,2,4,13,0,0,0,0,3,3,6,22,0,0,0,0,2,9,16,62,0,0,0,0,3,7,15,70,0,0,0,0,0,0,0,10,3.73,2.83,2.83,2.84,18.21,3.73,1013505,"CO",2.83,1110400,"SM",2.83,0,0,0,0,8,10,10,18,0,0,0,1,27,33,38,88,581208,581206,2.83,581208,581208,1.85,581208,581206,2.83316557961328
100138,1,3,7,11,33,41,43,60,103,0,1,1,2,3,3,4,8,0,0,0,1,1,1,1,2,1,2,3,6,7,7,10,13,2,3,6,16,22,23,31,61,0,0,0,1,1,1,1,2,0.38,1.29,0.21,0.15,1.94,1.85,,"CS",0.15,1079697,"SS",0.38,0,1,3,13,13,13,15,21,4,5,9,45,64,66,98,167,581208,581206,0.37,581208,581206,0.14,581208,581206,1.01700037750445
100140,2,0,2,4,30,91,225,559,2436,0,0,0,4,12,34,71,271,0,1,1,10,30,74,127,364,0,1,1,7,26,64,132,508,0,0,1,5,17,34,155,934,0,0,1,4,6,14,48,182,1.05,0.33,0.36,0.52,0.97,4,1165511,"SM",0.33,1165511,"SM",0.33,2,6,12,47,159,349,660,1057,13,27,61,188,509,1331,2551,4238,581208,581208,0.02,581208,581208,0.02,581208,581206,0.542389988100286
100146,1,0,6,14,24,37,42,52,364,0,1,1,5,9,9,9,65,0,2,2,2,3,4,6,18,0,2,4,4,7,8,11,93,0,1,4,10,13,15,20,126,0,0,0,0,0,1,1,18,0.3,0.33,0.31,0.31,8.06,1.27,1151828,"SS",0.3,1151828,"SS",0.3,0,8,13,24,48,52,57,57,1,11,28,71,150,165,177,179,581208,581206,0.28,581208,581208,0.18,581208,581206,0.284801459117945
100148,2,1,1,10,59,328,779,1308,5115,0,0,0,9,34,82,127,352,0,0,2,3,33,79,161,416,0,0,3,9,52,122,226,740,1,1,5,28,150,342,474,2208,0,0,0,2,24,68,130,524,1,0.65,0.67,0.14,1.62,2.59,1158210,"CS",0.14,1008589,"SM",0.65,1,1,11,53,241,369,520,1168,0,0,16,113,705,1514,2937,7146,581208,581206,0.19,581208,581208,0.66,581208,581206,0.909815631480234
100150,1,0,1,6,31,204,560,769,1025,0,0,0,2,12,29,47,67,0,0,0,3,15,39,65,83,0,0,1,10,76,194,272,368,0,0,4,6,56,180,233,317,0,1,1,2,14,38,52,61,1.51,1.04,0.81,0.75,0.45,1.51,,"MG",0.45,1086425,"SM",1.04,0,1,2,17,106,309,401,439,0,1,5,24,177,846,1139,1231,581208,581206,0.45,581208,581208,0.45,581208,581206,1.21174121606606
100151,1,0,0,0,2,57,93,139,533,0,0,0,0,2,4,4,22,0,0,0,0,5,7,12,43,0,0,0,1,16,21,36,145,0,0,0,1,20,36,50,190,0,0,0,0,3,7,10,38,3.2,2.44,1.57,1.77,3.1,3.2,1122799,"CO",1.57,1143588,"SM",2.44,0,0,0,0,18,23,23,39,0,0,1,2,41,63,67,112,581208,581206,2.42,554103,581208,0.5,581208,581206,3.17481595805791
100155,1,0,0,0,0,7,24,38,200,0,0,0,0,1,2,5,14,0,0,0,0,2,3,4,24,0,0,0,0,2,9,12,66,0,0,0,0,2,8,14,69,0,0,0,0,0,0,0,9,4.76,3.9,3.89,3.9,18.4,4.76,1013505,"CO",3.89,1110400,"SM",3.9,0,0,0,0,7,10,11,31,0,0,0,0,20,34,42,102,581208,581206,3.86,581208,581208,3.1,581208,581206,3.89633332691184
100158,1,0,8,16,56,247,630,1096,2077,0,0,1,4,23,69,121,219,0,2,3,4,18,63,123,219,0,1,1,8,44,141,256,472,0,5,9,28,118,269,454,892,0,0,2,9,24,46,69,133,0.81,0.28,0.47,0.25,0.82,0.81,,"CS",0.25,1133965,"SM",0.28,0,3,8,34,187,564,945,1638,1,5,21,108,544,1751,3084,4749,581208,581206,0.25,581208,581208,0.23,581208,581206,0.763378810198703
100159,1,0,1,2,5,73,234,414,694,0,0,0,0,7,16,29,50,0,0,0,0,4,7,13,19,0,0,0,1,26,55,109,190,0,1,1,1,20,94,164,276,0,0,0,1,4,18,27,42,2.34,2.25,1.89,0.25,1.46,2.59,1087716,"CS",0.25,1020571,"SM",2.25,0,0,0,0,1,1,2,3,0,1,2,3,7,7,10,22,581208,581206,3.13,581222,581208,0.3,581208,581206,33.9133757745844
100162,1,0,1,10,23,99,183,241,1067,0,0,3,4,10,23,33,104,0,0,0,0,7,15,21,74,0,1,6,9,26,57,85,304,0,0,1,8,42,62,72,359,0,0,0,1,7,11,14,64,0.55,2.02,0.34,0.96,1.04,0.86,1021436,"CO",0.34,1075070,"SS",0.55,1,6,16,20,55,106,125,130,1,4,18,33,126,259,319,337,581208,581206,0.19,581208,581208,0.04,581208,581206,0.849968352106298
100163,1,0,1,6,21,158,630,1075,2371,0,0,1,2,14,70,121,331,0,0,0,2,6,35,62,156,0,0,3,7,37,175,304,727,0,1,2,10,83,297,495,958,0,0,0,0,5,19,37,73,0.98,1.7,0.73,0.38,2.53,3.62,,"CS",0.38,1037594,"SS",0.98,0,0,0,7,45,463,848,1478,1,1,3,25,147,1519,2538,4217,581208,581206,1.11,581208,581208,0.15,581208,581206,1.9717847408917
100167,1,4,9,23,59,261,554,776,958,1,1,1,1,12,33,54,63,0,0,2,3,17,42,62,78,0,2,3,13,64,167,272,347,2,5,12,26,108,190,233,294,0,0,0,3,22,41,51,59,0.2,0.65,0.47,0.06,1.64,3.89,,"CS",0.06,1036421,"SS",0.2,0,2,3,16,82,245,414,439,4,5,9,42,363,791,1196,1231,581208,581206,0.46,581222,581208,0.19,581208,581206,0.459081972006511
100174,1,0,0,0,0,12,34,162,541,0,0,0,0,0,2,10,27,0,0,0,0,2,2,18,46,0,0,0,0,4,12,54,177,0,0,0,0,5,12,51,210,0,0,0,0,0,1,7,20,6.21,4.09,4.13,4.1,7.01,6.21,,"DR",3.1,1068511,"SM",4.09,0,0,0,0,4,20,24,69,0,0,0,0,7,39,55,148,581208,581208,4.25,541105,581209,4.07,581208,581206,5.02094251881943
100183,1,0,0,0,8,16,23,40,185,0,0,0,0,1,1,2,9,0,0,0,1,2,2,4,11,0,0,0,3,4,5,8,55,0,0,0,3,6,9,17,79,0,0,0,1,2,4,5,13,2.78,1.4,1.23,1.42,1.81,13.41,,"CO",1.23,1128733,"SM",1.4,0,0,0,1,4,4,4,29,0,0,0,11,16,18,24,139,581208,581206,1.76,581208,581208,1.18,581208,581206,2.43535207636535
100186,1,1,1,4,5,5,6,17,366,0,0,1,2,2,2,2,82,1,1,1,1,1,1,2,12,0,0,2,2,2,2,7,112,0,0,0,0,0,1,4,87,0,0,0,0,0,0,0,14,0.97,0.05,0.62,8.58,16.47,1.35,1005618,"SM",0.05,1005618,"SM",0.05,1,2,5,6,6,6,6,84,4,8,15,19,21,26,30,206,581208,581206,0.08,541105,581208,0.04,581208,581206,0.861248456596839
100188,2,4,16,44,110,397,973,2123,5782,0,1,3,12,41,96,173,410,0,0,0,8,31,111,219,471,0,0,4,12,55,166,317,841,1,8,22,48,186,379,826,2543,1,3,8,13,39,94,229,571,0.47,1.09,0.73,0.14,0.08,2.41,1039073,"BB",0.08,1083577,"SS",0.47,0,2,14,54,242,473,903,1365,4,23,76,230,1128,2573,5697,7684,581208,581206,0.47,581222,581208,0.12,581208,581206,0.911818524422496
100192,1,0,2,9,40,168,281,311,438,0,0,0,4,14,27,29,43,0,0,1,5,16,27,29,36,0,0,1,7,27,51,57,87,0,2,4,17,81,123,139,191,0,0,0,1,6,10,11,13,1.45,0.82,0.79,0.42,1.88,1.86,1172586,"CS",0.42,1051321,"SM",0.82,0,0,1,23,103,190,211,221,0,0,9,58,392,666,719,764,581208,581206,0.83,581222,581206,0.57,581208,581206,2.02521343290634
100194,1,0,1,10,22,154,253,305,379,0,0,2,2,14,25,30,36,0,0,2,3,16,24,27,31,0,0,2,2,27,46,56,73,0,1,4,12,73,110,136,170,0,0,0,0,5,8,10,12,0.89,0.57,0.96,0.4,2.39,0.89,,"CS",0.4,1080300,"SM",0.57,0,1,9,12,101,166,204,221,0,1,10,40,391,590,706,765,581222,581206,0.4,581222,581208,0.49,581208,581206,0.888610465202052
100197,1,2,2,5,39,213,629,1003,2350,0,0,0,2,13,37,57,147,0,0,2,6,24,78,144,267,2,2,3,15,66,155,274,576,0,0,0,13,68,250,375,842,0,0,0,1,21,55,76,231,1.41,0.84,0.24,1.01,1.94,2.06,1075700,"CO",0.24,1073058,"SM",0.84,1,1,3,33,148,418,659,736,5,5,13,89,491,1480,2562,2949,581222,581206,0.24,581208,581208,0.18,581208,581206,1.09715808802826
100203,1,0,0,5,25,30,36,72,424,0,0,0,1,1,1,2,15,0,0,2,3,3,3,5,33,0,0,0,4,6,7,12,111,0,0,2,11,12,15,30,160,0,0,0,0,2,2,6,26,1.37,0.51,1.1,0.94,3.84,1.37,1003865,"SM",0.51,1003865,"SM",0.51,0,0,3,9,9,9,9,39,1,1,5,19,20,22,28,108,581208,581206,0.95,581208,581208,0.22,581208,581206,1.00469099967595
100207,1,1,3,5,21,81,297,492,3941,0,0,1,2,6,27,53,282,0,0,0,1,6,20,38,195,0,0,0,7,25,78,145,875,1,3,4,11,41,154,216,2084,0,0,0,0,0,5,16,191,0.97,1.25,1.06,0.04,6.05,4.29,,"CS",0.04,,"SS",0.97,0,1,3,18,51,164,304,552,1,11,20,56,144,503,1248,2236,581208,581206,0.36,546102,581203,0.01,581208,581206,1.40103558009601
100209,1,0,2,9,21,32,33,35,38,0,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,0,1,3,4,4,5,6,8,0,1,3,8,15,15,16,17,0,0,2,4,5,5,5,5,0.76,1.23,0.41,0.49,0.64,0.76,1098085,"CO",0.41,1063345,"SS",0.76,0,3,15,19,19,19,19,19,0,8,26,49,57,59,59,60,581208,581206,0.27,581203,581203,0.28,581208,581206,1.20203067276183
100210,1,0,0,2,7,53,108,285,1198,0,0,0,1,6,16,35,130,0,0,0,0,3,9,18,65,0,0,1,3,19,34,100,447,0,0,0,2,23,39,93,365,0,0,0,0,0,1,10,54,1.18,2.89,0.87,1.29,9.9,3.73,,"SG",0.64,1148926,"SS",1.18,0,0,0,1,14,15,24,99,0,1,1,12,59,89,146,467,581208,581206,1.25,581223,581223,0.49,581208,581206,2.39546630204354
100214,1,3,5,9,20,21,25,41,520,0,0,0,1,1,1,1,13,0,0,0,2,2,2,4,68,0,1,2,6,6,6,14,162,0,1,3,6,6,10,13,198,2,2,3,3,3,3,4,15,1.87,1.13,0.44,0.46,0.12,1.87,,"SG",0.1,1007852,"SM",1.13,0,1,1,10,12,12,12,51,2,9,11,24,28,34,38,259,546105,581228,0.4,581208,581208,0.15,581208,581206,1.39054020777803
100220,1,2,11,30,47,66,90,126,276,0,0,0,0,4,5,6,20,0,0,2,4,6,7,11,20,0,1,3,11,16,22,32,75,1,5,15,21,27,40,52,105,0,0,1,1,1,3,6,17,2.65,0.73,0.41,0.05,0.76,3.91,1059564,"CS",0.05,1130214,"SM",0.73,0,2,7,19,38,45,52,53,1,11,44,100,154,208,243,250,581222,581206,0.44,581208,581208,0.09,581208,581206,1.74008794485847
100223,1,0,0,0,2,12,43,106,1132,0,0,0,0,2,8,17,107,0,0,0,0,1,6,15,99,0,0,0,2,6,12,29,233,0,0,0,0,3,15,38,530,0,0,0,0,0,0,2,74,2.9,2.79,1.87,2.02,10.05,2.9,1144943,"CO",1.87,1131723,"SM",2.79,0,0,0,12,18,52,120,800,0,0,0,4,14,84,196,2052,581208,581208,1.91,581248,581248,1.96,581208,581206,1.94160476579712
100225,1,5,9,16,36,130,409,816,1923,1,1,1,1,5,27,44,126,1,1,2,5,21,59,108,254,3,3,6,9,35,112,226,524,0,4,6,15,51,152,308,691,0,0,1,3,8,25,64,167,0.24,0.16,0.15,0.31,0.93,3.67,,"CO",0.15,1133988,"SM",0.16,1,4,5,13,57,192,406,736,7,19,49,97,222,857,1677,2949,581208,581206,0.17,581222,581208,0.04,581208,581206,1.02432736847966
100228,1,0,0,2,5,5,6,16,372,0,0,1,2,2,2,2,84,0,0,1,1,1,1,2,12,0,0,0,2,2,2,7,115,0,0,0,0,0,1,4,87,0,0,0,0,0,0,0,14,0.91,0.88,1.29,9.4,16.59,0.91,1005618,"SM",0.88,1005618,"SM",0.88,0,0,1,6,6,6,6,92,0,0,8,19,21,26,30,211,581208,581206,0.81,581222,581208,0.5,581208,581206,1.5075272915409
100229,2,1,1,10,57,320,779,1304,5116,0,0,0,9,33,82,127,353,0,0,2,2,33,80,161,416,0,0,3,9,52,123,225,740,1,1,5,27,145,340,472,2208,0,0,0,2,22,68,130,524,1.05,0.68,0.71,0.2,1.54,2.66,1158210,"CS",0.2,1008589,"SM",0.68,0,1,10,54,237,369,516,1167,0,0,16,115,689,1513,2911,7146,581208,581206,0.26,581208,581208,0.7,581208,581206,0.984914004812177
100231,1,0,0,0,0,1,2,20,69,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,3,0,0,0,0,0,0,2,13,0,0,0,0,0,1,11,35,0,0,0,0,1,1,2,5,16.18,12.81,13.35,5.82,2.88,39.99,1113202,"LG",2.88,,"SM",12.81,0,0,0,0,0,0,1,3,0,0,0,3,4,4,44,71,581208,581206,14.51,599201,581209,1.03,581208,581206,14.5088851128511
100238,2,0,1,18,62,278,950,2400,7509,0,0,3,6,35,102,218,583,0,0,0,1,16,87,194,680,0,0,3,10,53,191,421,1169,0,1,10,30,124,401,1056,3284,0,0,0,6,20,77,225,706,0.54,1.51,0.55,0.5,1.07,2.74,1147922,"CS",0.5,1004259,"SS",0.54,0,0,12,31,178,187,274,1331,0,2,42,118,649,669,1244,7825,581208,581206,0.6,581208,581208,0.49,581208,581206,1.52884192941995
