"hhnum","infousa_flag","snap1","snap2","snap3","snap4","snap5","snap6","snap7","snap8","ss1","ss2","ss3","ss4","ss5","ss6","ss7","ss8","sm1","sm2","sm3","sm4","sm5","sm6","sm7","sm8","co1","co2","co3","co4","co5","co6","co7","co8","cs1","cs2","cs3","cs4","cs5","cs6","cs7","cs8","mlg1","mlg2","mlg3","mlg4","mlg5","mlg6","mlg7","mlg8","dist_ss","dist_sm","dist_co","dist_cs","dist_mlg","dist_walmart","nearsnap_placeid","nearsnap_stype","nearsnap_dist","nearsmss_placeid","nearsmss_stype","nearsmss_dist","ff1","ff2","ff3","ff4","ff5","ff6","ff7","ff8","nonff1","nonff2","nonff3","nonff4","nonff5","nonff6","nonff7","nonff8","nearff_sic1","nearff_sic2","nearff_dist","nearnonff_sic1","nearnonff_sic2","nearnonff_dist","nearmcd_sic1","nearmcd_sic2","nearmcd_dist"
100240,1,0,0,10,31,84,167,290,1737,0,0,0,3,8,10,26,117,0,0,1,4,9,27,53,200,0,0,5,8,18,41,66,293,0,0,3,13,36,66,101,704,0,0,0,0,3,10,22,207,1.13,0.76,0.61,0.57,2.26,2.26,1003706,"CS",0.57,1034728,"SM",0.76,0,0,9,22,67,125,227,352,1,1,23,67,162,375,988,1633,581222,581206,0.58,581208,581208,0.2,581208,581206,2.25700424951555
100244,1,0,0,0,0,12,57,73,338,0,0,0,0,0,1,1,16,0,0,0,0,3,7,7,32,0,0,0,0,4,15,17,88,0,0,0,0,5,26,37,156,0,0,0,0,0,2,2,10,5.5,3.99,4.23,3.01,5.83,5.5,,"CS",3.01,1033531,"SM",3.99,0,0,0,1,4,23,26,88,0,1,1,1,10,51,56,264,581208,581206,1.67,799201,581223,0.42,581208,581206,5.10237609254574
100246,2,1,1,5,16,99,544,1162,2962,0,0,0,0,4,33,97,309,0,0,0,0,3,17,46,142,0,0,1,2,23,128,265,761,1,1,3,10,55,295,603,1350,0,0,0,0,7,38,77,199,2.43,3.43,0.83,0.18,2.41,3.76,,"CS",0.18,1163130,"SS",2.43,1,1,3,8,56,124,379,869,0,0,9,23,113,301,1195,2994,581208,581208,0.18,581209,581209,0.56,581208,581206,2.04160727440232
100255,2,0,0,14,58,282,963,2440,7522,0,0,2,6,36,104,219,587,0,0,0,1,15,86,196,682,0,0,3,9,53,195,423,1169,0,0,6,27,127,406,1079,3289,0,0,0,6,20,79,227,707,0.76,1.68,0.78,0.56,1.01,2.75,,"CS",0.56,1004259,"SS",0.76,0,0,7,30,183,187,276,1346,0,4,37,114,662,670,1248,7892,581208,581206,0.66,581208,581208,0.27,581208,581206,1.47118138991907
100262,1,0,1,13,38,79,85,92,125,0,0,1,6,8,8,8,10,0,0,1,2,3,3,3,4,0,0,6,12,32,33,34,45,0,1,4,14,25,28,32,39,0,0,0,0,1,2,4,6,0.56,0.59,0.56,0.43,2.12,1.82,,"CS",0.43,1013486,"SS",0.56,0,0,13,38,71,74,74,76,4,7,15,76,186,195,199,212,581208,581206,0.52,581208,581208,0.13,581208,581206,0.561848598206641
100267,1,0,0,0,0,0,5,17,113,0,0,0,0,0,1,3,8,0,0,0,0,0,0,0,7,0,0,0,0,0,1,6,28,0,0,0,0,0,3,6,54,0,0,0,0,0,0,0,2,9.11,18.24,6.98,6.94,18.54,14.08,,"CS",6.94,1077286,"SS",9.11,0,0,0,0,0,2,10,24,0,0,0,0,0,8,25,61,581208,581206,7.5,581208,581208,5.87,581208,581206,14.3646457706543
100268,1,2,11,24,71,237,478,600,913,0,0,0,0,7,32,40,59,0,1,2,7,19,44,59,81,0,2,4,10,41,98,129,223,2,8,17,49,153,268,326,470,0,0,0,3,7,19,23,30,2.75,0.32,0.32,0.09,1.7,3.6,1099011,"CS",0.09,1106337,"SM",0.32,0,2,6,37,154,353,487,587,3,17,45,212,805,1415,1806,2090,581222,581206,0.32,581214,581208,0.08,581208,581206,1.43477476351495
100272,2,6,16,48,108,400,966,2106,5763,0,2,3,11,42,96,173,410,0,0,0,7,31,111,219,470,0,0,5,10,55,165,314,835,3,8,24,50,187,377,815,2532,1,3,8,13,39,94,227,571,0.37,1.05,0.83,0.18,0.18,2.39,1039073,"BB",0.18,1083577,"SS",0.37,0,6,15,56,241,472,898,1355,5,29,81,231,1105,2546,5632,7666,581208,581206,0.36,581208,581208,0.07,581208,581206,0.801950628387701
100273,1,0,0,0,0,17,19,41,233,0,0,0,0,1,1,4,16,0,0,0,0,3,3,5,25,0,0,0,0,6,6,13,78,0,0,0,0,6,8,14,83,0,0,0,0,0,0,1,11,3.68,3.23,2.48,2.33,10.9,3.68,,"SG",2.27,1016724,"SM",3.23,0,0,0,0,10,10,13,32,0,0,0,0,33,40,56,119,581222,581206,2.48,581208,581208,2.27,581208,581206,4.60164433361148
100274,1,2,3,4,12,12,15,16,37,0,1,1,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,8,0,0,1,5,5,6,6,9,0,0,0,0,0,1,1,9,0.4,31.4,1.23,1,7.59,0.4,,"BB",0.2,1061674,"SS",0.4,3,5,7,12,12,12,12,17,6,15,23,55,55,59,63,82,581208,581206,0.19,581208,581208,0.19,581208,581206,0.280173670619493
100276,1,0,0,0,1,4,4,9,31,0,0,0,0,0,0,0,4,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,7,0,0,0,0,2,2,3,13,0,0,0,0,0,0,1,1,15.18,4.46,12.27,2.67,11.86,22.95,,"FV",1.89,1126619,"SM",4.46,0,0,0,0,0,0,0,10,0,0,0,0,3,6,15,58,581208,581206,15.24,581208,581208,3.99,581208,581206,23.6517859692732
100283,1,0,0,0,2,28,63,82,285,0,0,0,0,1,5,5,21,0,0,0,0,1,3,3,23,0,0,0,0,1,8,12,40,0,0,0,2,20,35,47,146,0,0,0,0,1,2,4,12,3.41,3.3,3.33,1.31,3.29,6.15,,"CS",1.31,1167993,"SM",3.3,0,0,0,0,16,24,29,31,0,0,0,2,46,83,93,140,581208,581206,3.14,581208,581208,1.65,581208,581206,3.14162011095552
100284,1,0,0,0,0,19,154,582,4364,0,0,0,0,2,16,58,285,0,0,0,0,3,33,90,262,0,0,0,0,8,48,158,774,0,0,0,0,5,45,157,1200,0,0,0,0,0,3,33,392,4.33,2.05,2.19,3.33,5.84,5.72,,"SM",2.05,,"SM",2.05,0,0,0,2,12,81,170,199,0,0,0,3,133,529,924,1108,581208,581206,1.89,581212,581212,1.64,581208,581206,2.02846476892924
100286,1,0,0,0,0,8,67,284,815,0,0,0,0,1,11,25,67,0,0,0,0,1,10,28,64,0,0,0,0,2,31,103,277,0,0,0,0,3,10,97,311,0,0,0,0,0,1,12,29,4.64,4.52,4.47,4.49,9.53,5.87,,"CO",4.47,1135888,"SM",4.52,0,0,0,0,0,10,12,74,0,0,0,0,1,7,19,143,581208,581206,9.04,581208,581208,2.66,581208,581206,9.91223062903573
100287,1,0,0,0,0,0,19,24,100,0,0,0,0,0,1,1,5,0,0,0,0,0,3,3,6,0,0,0,0,0,5,7,31,0,0,0,0,0,7,9,46,0,0,0,0,0,1,1,2,9.16,8.48,8.56,7.56,7.37,9.16,,"LG",7.37,1027649,"SM",8.48,0,0,0,0,0,11,11,21,0,0,0,0,0,15,19,91,581208,581206,8.48,581203,581203,7.63,581208,581206,8.71039044068406
100292,1,0,1,1,2,5,13,28,142,0,0,0,0,0,0,0,8,0,0,0,0,1,1,2,7,0,0,0,0,0,0,2,17,0,1,1,2,3,8,20,87,0,0,0,0,0,1,1,3,19.36,4.74,13.17,0.27,6.58,19.72,1155091,"CS",0.27,1017251,"SM",4.74,0,0,0,0,0,0,5,30,0,0,0,1,2,10,25,122,581208,581206,14.35,581208,581208,1.65,581208,581206,14.4497916044503
100295,1,0,0,0,0,0,30,152,478,0,0,0,0,0,2,11,22,0,0,0,0,0,3,18,44,0,0,0,0,0,12,51,164,0,0,0,0,0,10,45,171,0,0,0,0,0,2,9,20,6.93,6.96,5.59,6.13,7.44,8.67,,"CO",5.59,1058805,"SS",6.93,0,0,0,0,0,10,41,69,0,0,0,1,2,28,96,148,581222,581206,6.63,581212,581212,1.05,581208,581206,7.06266768617511
100296,1,0,5,7,30,136,194,221,493,0,1,1,5,14,22,25,47,0,0,0,0,6,9,11,18,0,2,2,8,32,47,56,120,0,1,2,10,62,87,95,239,0,1,1,2,7,8,9,25,0.41,2.2,0.33,0.38,0.41,3.48,1174467,"CO",0.33,1072696,"SS",0.41,0,2,7,30,91,119,122,137,0,7,17,74,299,378,412,473,581208,581206,0.29,581208,581208,0.29,581208,581206,0.82248823088747
100297,1,0,1,10,23,32,33,35,37,0,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,0,1,3,4,4,5,6,7,0,0,4,9,15,15,16,16,0,0,2,4,5,5,5,6,0.8,1.16,0.36,0.53,0.57,0.8,1098085,"CO",0.36,1063345,"SS",0.8,0,4,14,19,19,19,19,19,0,8,27,49,57,59,59,59,581208,581206,0.29,581208,581208,0.27,581208,581206,1.25421393102654
100304,1,0,0,1,6,56,227,326,361,0,0,0,4,14,49,80,85,0,0,0,0,1,8,10,12,0,0,1,1,12,64,97,108,0,0,0,1,15,58,77,87,0,0,0,0,1,8,10,15,1.34,3.95,0.99,1.24,4.62,2.56,1091798,"CO",0.99,1022912,"SS",1.34,0,0,0,14,49,68,75,81,0,0,2,29,96,139,149,178,581208,581206,1.11,581222,581222,0.69,581208,581206,1.30380138727642
100305,2,2,2,3,21,226,612,1088,4491,0,0,0,2,31,86,137,395,0,0,0,5,36,98,178,463,0,0,0,4,46,126,237,760,2,2,3,9,81,215,398,1975,0,0,0,0,20,46,73,386,1.52,1.31,1.08,0.19,2.03,4.45,1027943,"CS",0.19,1017638,"SM",1.31,3,4,12,63,254,687,1016,1057,20,36,89,322,1121,2923,4106,4238,581208,581206,0.19,581222,581208,0.03,581208,581206,0.322105718960439
100317,1,3,8,24,63,274,613,685,1388,0,0,1,3,31,76,87,173,0,0,2,5,34,76,90,197,1,2,6,14,54,117,135,280,2,4,10,30,117,243,261,472,0,1,3,7,23,55,60,135,0.84,0.79,0.18,0.16,0.32,4.59,,"CS",0.16,1080301,"SM",0.79,4,6,19,45,228,524,578,637,8,40,100,219,1141,2557,2978,3307,581208,581206,0.18,581208,581208,0.16,581208,581206,0.44025783565687
100319,2,4,6,13,59,547,1678,3475,6854,0,0,0,3,32,109,213,534,0,0,0,6,39,133,227,603,0,0,2,10,57,227,467,1043,3,5,9,32,280,825,1678,2977,1,1,2,6,56,149,325,661,1.22,1.33,0.76,0.2,0.1,3.17,1048508,"MG",0.1,1116145,"SS",1.22,0,0,0,28,252,287,447,1371,2,3,11,113,862,1052,1820,8092,581222,581206,1.22,581208,581206,0.22,581208,581206,1.77501208939985
100322,1,0,1,4,9,20,92,277,688,0,0,0,1,1,4,13,39,0,0,1,1,2,14,43,124,0,1,3,4,7,32,91,228,0,0,0,2,9,33,99,212,0,0,0,0,0,0,2,19,1.61,0.97,0.4,1.11,10.31,1.61,,"CO",0.4,1139470,"SM",0.97,0,1,8,11,12,33,45,63,0,0,7,21,33,191,236,277,581208,581206,0.44,581208,581208,0.64,581208,581206,0.443376595831956
100323,1,1,4,25,45,138,648,1209,2132,1,1,2,4,9,54,102,232,0,0,0,2,6,39,93,231,0,0,8,11,20,109,228,487,0,3,13,23,80,336,590,903,0,0,1,2,12,53,98,134,0.24,1.24,0.64,0.26,0.95,2.88,1059056,"SS",0.24,1059056,"SS",0.24,0,1,10,20,69,441,851,1725,1,1,23,40,269,1423,2681,4873,581208,581206,0.25,581203,581203,0.07,581208,581206,0.660088938192894
100324,1,0,6,19,79,476,956,1173,1803,0,1,1,3,14,57,97,196,0,0,0,6,22,57,78,131,0,0,0,10,77,216,307,531,0,4,13,43,220,416,460,641,0,1,2,8,27,57,67,101,0.48,1.06,1.16,0.27,0.38,3.05,,"CS",0.27,1111434,"SS",0.48,1,2,4,28,119,394,529,573,1,9,24,132,712,1681,2209,2390,581208,581206,0.2,581222,581208,0.2,581208,581206,1.04303712558735
100325,1,0,0,0,0,10,22,248,1020,0,0,0,0,0,0,18,52,0,0,0,0,1,2,27,75,0,0,0,0,4,9,81,267,0,0,0,0,3,7,91,457,0,0,0,0,0,1,9,47,10.24,3,2.11,2.2,9.5,11.02,1174483,"CO",2.11,1087944,"SM",3,0,0,0,0,6,17,150,355,0,0,0,2,26,87,571,1604,581208,581206,2.17,581208,581208,1.62,581208,581206,9.46232610343687
100330,1,2,2,7,18,85,96,99,108,0,0,1,2,15,17,17,17,0,0,0,0,1,1,1,1,1,1,2,2,18,21,21,21,1,1,3,10,27,31,34,37,0,0,0,2,4,4,4,8,0.6,3.93,0.19,0.14,1.76,3.48,1103340,"CS",0.14,1005837,"SS",0.6,5,8,9,17,71,89,89,90,5,7,12,49,185,219,220,231,581222,581206,0.07,581208,581208,0.07,581208,581206,0.0875788280831238
100337,1,1,4,14,30,43,45,48,52,0,0,1,1,1,1,1,1,0,0,0,3,3,3,3,3,0,1,2,8,13,13,14,15,0,0,4,10,18,19,21,23,0,0,3,3,3,4,4,4,0.75,1.28,0.29,0.53,0.55,0.75,,"BB",0.09,1073416,"SS",0.75,0,1,4,18,22,22,22,22,1,4,13,36,44,44,44,47,581208,581206,0.44,581208,581208,0.15,581208,581206,0.768849393350871
100339,1,1,1,1,11,21,30,37,249,0,0,0,1,2,2,3,14,0,0,0,2,3,4,4,27,0,0,0,3,7,8,10,67,1,1,1,3,6,11,14,118,0,0,0,1,1,1,1,2,1.6,1.61,1.49,0.16,1.9,1.6,,"CS",0.16,1116452,"SS",1.6,0,0,0,9,15,24,25,49,0,0,1,10,28,39,46,109,581208,581206,1.49,581222,581208,0.97,581208,581206,1.65091320213407
100341,1,0,3,5,22,38,42,53,375,0,0,0,3,9,9,10,67,0,1,1,3,3,4,6,18,0,1,1,6,8,8,12,97,0,1,3,7,13,15,19,131,0,0,0,0,0,1,1,18,1.01,0.36,0.41,0.41,8.79,2.99,1091270,"SM",0.36,1091270,"SM",0.36,0,5,13,34,50,52,57,57,0,8,52,113,153,165,177,177,581222,581206,0.36,581212,581212,0.31,581208,581206,0.434483519077159
100350,1,0,0,0,0,25,157,217,401,0,0,0,0,0,6,9,14,0,0,0,0,4,26,35,55,0,0,0,0,10,63,83,152,0,0,0,0,7,42,64,126,0,0,0,0,0,0,0,5,5.11,2.75,2.02,2.71,17.22,5.11,1166571,"CO",2.02,1013605,"SM",2.75,0,0,0,0,17,111,145,212,0,0,1,2,67,442,595,927,581222,581206,2.77,449306,581208,0.95,581208,581206,4.40516835635024
100360,1,1,4,10,40,96,183,244,1096,0,0,2,5,9,23,33,106,0,0,0,1,7,16,22,75,0,2,3,14,25,59,86,306,1,2,5,17,41,60,72,376,0,0,0,2,7,11,15,67,0.76,1.33,0.32,0.14,1.65,0.77,,"CS",0.14,1141967,"SS",0.76,0,0,4,23,54,108,125,130,3,7,17,41,122,271,318,337,581208,581206,0.64,581208,581208,0.16,581208,581206,0.714494840305983
100361,1,2,9,23,93,496,785,913,1067,0,0,0,3,19,33,42,47,0,0,2,2,23,49,62,79,1,5,8,28,103,188,225,278,1,4,12,45,256,378,431,486,0,0,1,6,26,40,44,51,1.02,0.53,0.12,0.21,0.52,1.75,,"CO",0.12,1016539,"SM",0.53,0,4,8,14,141,279,318,345,7,16,36,148,706,1273,1420,1580,581208,581206,0.37,581208,581208,0.03,581208,581206,0.543645915599782
100363,1,0,0,1,7,56,352,766,1065,0,0,0,0,4,19,30,50,0,0,0,1,8,27,51,79,0,0,1,5,23,95,188,277,0,0,0,1,15,147,362,484,0,0,0,0,3,17,38,49,2.01,1.28,0.51,1.05,2.5,6.82,1059289,"CO",0.51,1093495,"SM",1.28,0,0,0,11,44,154,288,355,0,2,13,25,162,628,1331,1604,581208,581206,1.03,581222,581208,0.33,581208,581206,1.18396301422092
100368,1,1,3,5,19,82,297,492,3950,0,0,1,2,6,27,53,282,0,0,0,1,7,20,38,195,0,0,0,6,25,78,145,878,1,3,4,10,41,154,216,2089,0,0,0,0,0,5,16,191,0.96,1.31,1.05,0.11,6.01,4.23,,"CS",0.11,,"SS",0.96,0,1,3,17,52,165,304,552,1,9,21,55,148,502,1255,2236,581208,581206,0.39,546102,581203,0.06,581208,581206,1.42294656730534
100369,1,0,0,5,9,15,64,332,510,0,0,1,1,1,2,16,25,0,0,2,2,2,8,36,49,0,0,1,3,6,23,122,172,0,0,1,2,5,19,103,186,0,0,0,1,1,6,15,20,0.85,0.56,0.84,0.74,1.35,7.97,,"SM",0.56,,"SM",0.56,0,0,7,8,10,12,34,68,0,0,9,16,18,32,82,145,581208,581206,0.61,581208,581208,0.6,581208,581206,0.989226615774648
100373,1,2,5,14,47,151,618,1000,2158,0,1,2,8,20,43,65,171,0,1,3,8,18,56,89,237,1,2,3,6,25,109,177,394,1,1,5,16,48,236,354,775,0,0,1,5,17,91,146,285,0.48,0.47,0.14,0.04,0.72,14.09,,"CS",0.04,1048485,"SM",0.47,4,5,11,36,96,123,173,215,9,13,52,212,559,901,1236,1561,581208,581206,0.09,581208,581208,0.03,581208,581206,0.0933818819118897
100380,1,2,6,9,19,63,146,383,2529,0,0,0,3,9,20,32,223,0,0,0,1,9,21,34,269,1,2,3,6,15,37,59,529,1,1,3,4,18,39,159,663,0,2,2,2,3,11,29,299,1.38,1.21,0.17,0.19,0.28,1.75,,"CO",0.17,1005194,"SM",1.21,2,3,8,20,56,108,181,288,2,5,37,113,393,901,1457,2046,581208,581206,0.11,581222,581208,0.01,581208,581206,0.232663145429982
100381,1,0,1,3,8,17,47,67,402,0,0,0,0,1,2,3,22,0,1,1,1,3,5,7,39,0,0,1,4,7,19,24,131,0,0,1,1,4,14,22,149,0,0,0,0,0,0,1,17,3.09,0.39,0.97,0.82,10.58,3.09,1086941,"SM",0.39,1086941,"SM",0.39,0,0,0,5,21,34,35,69,0,1,6,15,41,65,72,138,581208,581206,1.14,581208,581208,0.39,581208,581206,2.73052274440885
100384,1,0,0,0,0,12,22,45,246,0,0,0,0,1,2,4,18,0,0,0,0,2,3,5,28,0,0,0,0,5,8,16,81,0,0,0,0,3,7,15,89,0,0,0,0,0,0,1,12,4.39,4.36,4.33,4.05,13.47,4.39,,"SG",3.35,1016724,"SM",4.36,0,0,0,0,6,10,12,29,0,0,0,0,21,34,51,99,581222,581206,4.34,581208,581208,3.97,581208,581206,5.07056339791867
100389,1,0,0,0,4,48,139,368,1222,0,0,0,1,5,20,44,136,0,0,0,0,3,13,21,65,0,0,0,3,15,49,133,455,0,0,0,0,22,42,111,369,0,0,0,0,0,4,15,57,1.45,2.94,1.22,2.44,8.66,5.45,,"CO",1.22,1148926,"SS",1.45,0,0,0,1,14,19,26,101,0,0,0,12,60,102,169,491,581208,581206,1.51,581208,581206,1.02,581208,581206,2.63267835939817
100391,1,4,4,6,37,267,1334,3079,4403,0,0,0,5,30,96,204,288,1,1,1,5,16,53,142,215,2,2,2,11,66,259,604,939,1,1,3,16,131,765,1707,2429,0,0,0,0,11,70,165,207,1.09,0.19,0.14,0.02,2.13,2.08,,"CS",0.02,1041870,"SM",0.19,2,4,5,29,145,273,421,548,2,9,20,98,707,1202,1731,2227,581208,581206,0.05,581208,581208,0.19,581208,581206,0.174055460764849
100406,1,1,3,8,26,34,34,39,207,0,0,0,3,6,6,7,40,0,0,0,1,1,1,1,9,0,0,1,7,9,9,10,48,1,3,5,11,13,13,14,73,0,0,0,1,1,1,1,6,1.23,1.85,0.84,0.08,1.03,2.24,1049665,"CS",0.08,1084010,"SS",1.23,1,2,6,24,28,28,29,45,4,15,27,69,92,102,121,187,581222,581206,0.1,581208,581206,0.02,581208,581206,1.14089347688628
100408,1,0,0,0,0,20,26,46,180,0,0,0,0,2,2,3,11,0,0,0,0,1,1,3,13,0,0,0,0,7,9,20,64,0,0,0,0,6,8,10,62,0,0,0,0,3,5,6,11,3.05,3.48,2.8,2.54,3.44,3.05,,"CS",2.54,1081879,"SS",3.05,0,0,0,0,12,13,25,77,0,0,0,0,25,29,52,222,581208,581206,2.87,581208,581208,2.54,581208,581206,3.39001479252089
100409,1,17,56,190,467,3036,7706,11447,14892,1,3,3,12,100,334,493,829,0,2,12,25,152,443,602,815,1,4,10,27,261,981,1371,2024,2,11,46,106,615,1416,2107,2858,10,16,36,78,506,1317,2064,2529,0.15,0.36,0.15,0.07,0.09,7.4,,"CS",0.07,1167252,"SS",0.15,7,7,15,29,217,428,428,428,64,73,132,321,2092,4172,4172,4172,581208,581206,0.07,581222,581208,0.07,581208,581206,0.0697033139282524
100419,1,0,1,7,29,78,212,300,1305,0,1,2,4,8,30,40,122,0,0,0,3,10,20,30,89,0,0,2,10,24,71,107,354,0,0,2,9,26,66,87,484,0,0,0,2,6,13,16,74,0.38,1.03,0.5,0.9,1.03,3.23,1014031,"SS",0.38,1014031,"SS",0.38,0,2,9,29,54,124,125,130,0,1,17,52,108,311,325,337,581208,581208,0.33,581208,581208,0.47,581208,581206,1.03681937862483
100426,1,10,36,94,266,1881,7846,12868,15021,0,1,4,19,113,367,579,861,0,3,5,21,125,378,611,814,1,2,10,51,341,976,1547,2047,2,5,15,43,288,1369,2402,2868,1,5,13,29,310,1431,2265,2553,0.36,0.38,0.09,0.17,0.09,1.23,1074872,"SG",0.04,,"SS",0.36,0,4,13,34,95,167,180,180,16,75,188,343,825,1420,1521,1521,581222,581206,0.35,581208,581208,0,581208,581206,0.738556520565653
100436,2,0,3,15,55,191,1192,3201,7208,0,0,1,6,19,84,195,551,0,0,1,5,32,94,192,608,0,0,2,9,37,179,417,1092,0,0,4,20,58,461,1387,3199,0,2,3,8,22,146,376,680,0.91,0.61,0.58,0.66,0.31,8.95,,"MG",0.31,1024154,"SM",0.61,0,0,3,32,131,258,744,1575,0,3,18,258,743,1802,5123,8670,581208,581206,0.55,581230,581230,0.38,581208,581206,1.23614575163118
100438,1,1,1,8,14,139,407,649,858,0,0,2,5,15,31,46,55,0,0,2,2,13,44,62,76,1,1,3,4,28,96,152,206,0,0,1,3,69,195,328,445,0,0,0,0,9,18,25,30,0.88,0.55,0.15,0.57,2.33,3.67,,"CO",0.15,1145468,"SM",0.55,2,4,12,28,133,322,460,553,1,5,25,106,459,1218,1795,1961,581208,581206,0.12,581208,581208,0.14,581208,581206,0.676129327456678
100442,1,0,0,1,4,16,24,40,170,0,0,0,0,1,1,2,7,0,0,0,1,2,2,4,10,0,0,0,1,4,5,8,50,0,0,1,2,6,10,17,73,0,0,0,0,2,4,5,13,3.58,1.97,1.92,0.87,2.04,14.01,,"CS",0.87,1128733,"SM",1.97,0,0,0,0,4,4,4,32,0,0,1,10,16,20,24,143,581208,581206,2.36,581209,581209,0.87,581208,581206,3.20552934507198
100444,1,1,3,11,28,180,584,1182,3007,0,0,1,2,20,71,143,386,0,0,1,1,14,35,67,188,0,0,2,4,42,165,338,885,1,3,7,20,91,257,526,1288,0,0,0,0,3,17,36,93,0.9,0.78,0.79,0.2,2.78,3.88,,"CS",0.2,1026428,"SM",0.78,0,0,5,12,71,247,634,1462,0,3,15,34,125,513,1868,4194,581222,581206,0.5,581208,581206,0.33,581208,581206,2.81193959167693
100446,1,0,0,0,0,9,23,45,198,0,0,0,0,1,2,4,13,0,0,0,0,3,3,6,22,0,0,0,0,2,9,16,62,0,0,0,0,3,7,15,70,0,0,0,0,0,0,0,11,3.81,2.91,2.9,2.91,18.28,3.81,1013505,"CO",2.9,1110400,"SM",2.91,0,0,0,0,7,10,10,18,0,0,0,1,27,33,38,88,581208,581206,2.9,581208,581208,1.92,581208,581206,2.90529061053955
100447,2,6,28,93,357,1094,2949,4355,6944,0,3,9,21,54,149,272,540,0,0,6,17,60,168,287,595,0,2,8,32,115,346,567,1047,3,14,38,153,468,1319,1922,3052,2,6,15,46,135,335,477,659,0.32,0.53,0.42,0.21,0.22,4.27,1040933,"CS",0.21,1078640,"SS",0.32,1,13,32,90,428,675,999,1575,29,182,450,877,3634,4894,6660,8670,581203,581203,0.21,581208,581208,0.02,581208,581206,0.359562219145885
100449,1,0,1,1,4,57,179,235,522,0,1,1,1,8,20,28,49,0,0,0,0,4,8,12,21,0,0,0,1,15,42,62,126,0,0,0,2,23,83,99,254,0,0,0,0,3,8,8,26,0.38,2.28,1.31,1.74,3.25,2.27,1166060,"SS",0.38,1166060,"SS",0.38,0,1,1,5,50,114,131,138,1,9,11,19,137,363,429,478,581208,581206,0.34,581208,581208,0.23,581208,581206,1.34828746965043
100456,1,0,0,0,0,25,157,217,401,0,0,0,0,0,6,9,14,0,0,0,0,4,26,35,55,0,0,0,0,10,63,83,152,0,0,0,0,7,42,64,126,0,0,0,0,0,0,0,5,5.11,2.75,2.02,2.71,17.22,5.11,1166571,"CO",2.02,1013605,"SM",2.75,0,0,0,0,17,111,145,212,0,0,1,2,67,442,595,927,581222,581206,2.77,449306,581208,0.95,581208,581206,4.40516835635024
100457,1,0,2,12,90,437,755,919,1065,0,0,1,5,13,31,42,47,0,0,0,7,20,47,62,79,0,1,5,29,94,176,228,278,0,1,4,34,236,368,433,485,0,0,1,5,23,38,44,51,0.54,1.18,0.46,0.27,0.95,2.09,,"CS",0.27,1154643,"SS",0.54,0,0,2,35,114,254,311,345,0,0,17,184,565,1199,1412,1579,546105,581228,0.58,581222,581208,0.73,581208,581206,1.37095502766677
100458,1,0,0,0,0,16,40,55,225,0,0,0,0,0,2,2,6,0,0,0,0,2,5,5,24,0,0,0,0,3,10,13,60,0,0,0,0,10,20,32,113,0,0,0,0,0,1,1,4,5.89,4.34,3.83,3.14,6.64,5.89,,"CS",3.14,1130084,"SM",4.34,0,0,0,0,0,6,16,35,0,0,0,0,0,13,28,79,581208,581206,7.18,581208,581208,7.17,581208,581206,7.33522349643615
100459,1,0,1,8,31,175,662,889,2047,0,1,2,7,17,39,55,158,0,0,2,3,23,58,80,216,0,0,2,7,31,127,166,368,0,0,1,7,55,235,320,747,0,0,1,4,18,92,119,273,0.46,0.7,0.81,0.75,0.7,16.11,1016580,"SS",0.46,1016580,"SS",0.46,0,1,12,34,62,102,141,215,0,3,39,123,314,629,982,1558,581208,581206,0.43,581208,581208,0.31,581208,581206,0.890183474224253
100460,1,0,1,5,50,129,554,1005,1773,0,0,1,2,4,29,45,84,0,0,1,10,21,68,118,213,0,0,0,9,29,136,264,517,0,1,3,25,59,256,450,751,0,0,0,3,7,23,46,87,0.94,0.74,1.46,0.48,1.11,2.79,1034357,"CS",0.48,1025491,"SM",0.74,0,1,4,23,86,194,196,196,0,0,13,66,267,588,606,608,581222,581206,0.39,581222,581208,0.74,581208,581206,1.51669559079406
100461,1,0,0,0,0,10,47,118,688,0,0,0,0,1,5,11,53,0,0,0,0,0,6,15,53,0,0,0,0,5,19,41,219,0,0,0,0,4,13,40,270,0,0,0,0,0,0,2,30,4.34,7.55,3.18,2.4,11.12,6.13,1153824,"CS",2.4,1144002,"SS",4.34,0,0,0,0,2,26,33,51,0,0,0,0,10,40,64,103,581208,581206,4.47,581208,581208,2.31,581208,581206,8.86642959309577
100464,1,0,2,3,11,12,15,16,37,0,1,1,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,8,0,0,0,4,5,6,6,9,0,0,0,0,0,1,1,9,0.31,31.26,1.4,1.07,7.89,0.31,1061674,"SS",0.31,1061674,"SS",0.31,0,5,6,12,12,12,12,17,0,12,20,53,55,59,63,81,581208,581206,0.31,581208,581206,0.31,581208,581206,0.594820919183738
